data_id,id,classe,darija_arabic,darija_arabizi,english,modern_standard_arabic,english_word_count,status,similarity_score,similarity_da_en,similarity_en_msa,similarity_arabizi_da,consistency_flag,qc_notes
data52088,DATA_3827,A,شحال من علامة تما؟,ch7al mn 3alama tmma?,How many marks is there?,كم عدد الدرجات؟,5,PARTIALLY VALIDATED,0.284775,0.190487,0.378557,0.285282,CONSISTENT,"Embedding suspicious (score=0.285; da-en=0.190, en-msa=0.379, arabizi-da=0.285); LLM consistent=True; corrected_fields=none; issues=none; notes=All versions consistently ask about the quantity of marks or grades.."
data52089,DATA_12334,A,عمرك جربتي تلغي شي حاجة نتا ماباغيهاش؟,3emrek jerebti telghi chi 7aja nta mabaghihach?,Have you ever tried to cancel something you didn't want?,هل جربت إلغاء شيء لا تريده؟,5,PARTIALLY VALIDATED,0.323,0.178997,0.452299,0.337705,CORRECTED,"Embedding suspicious (score=0.323; da-en=0.179, en-msa=0.452, arabizi-da=0.338); LLM consistent=False; corrected_fields=darija_arabic,darija_arabizi,english,modern_standard_arabic; issues=English version is incomplete and does not convey the full meaning of the Darija versions, which include the nuance of 'something you don't want'.; MSA version is missing the context of 'something you don't want' present in Darija versions.; notes=The Darija versions ask if the person has ever tried to cancel something they didn't want, which is not fully reflected in the English and MSA versions. The corrections add this nuance for consistency.."
data52090,WIKI_C_05935,C,لي كروب ديال گالوا داروهم باش يعاونو يحلّو المعادلات اللي فيهم حدود بالكشف على الخصائص ديال التناظر اللي فيهم. مثلاً، الحلول ديال المعادلة ديال الدرجة الثانية ax² + bx + c = 0 كايتعطاو بـ,"li group dial galwa daro-hom bash y3awno y7lo lmo3adalat li fihom hdod bel kchaf 3la lkhasayes dial tanaTor li fihom. Mtaln, l7lol dial lmo3adala dial dertna tanya ax² + bx + c = 0 kayeta3taw b-","Galois groups were developed to help solve polynomial equations by capturing their symmetry features. For example, the solutions of the quadratic equation ax² + bx + c = 0 are given by",تم تطوير زمر غالوا للمساعدة في حل المعادلات كثيرة الحدود عن طريق التقاط ميزات التناظر فيها. على سبيل المثال، تُعطى حلول المعادلة التربيعية ax² + bx + c = 0 بواسطة,35,GENERATED,0.389522,0.316582,0.435905,0.416079,CORRECTED,"Embedding suspicious (score=0.390; da-en=0.317, en-msa=0.436, arabizi-da=0.416); LLM consistent=False; corrected_fields=darija_arabic,darija_arabizi,english; issues=Inconsistent notation of the squared term: 'ax2' vs 'ax²'.; Darija Arabic and Darija Arabizi use 'بالْكْشف' and 'bel kchaf' which is consistent but the English and MSA use 'capturing' and 'التقاط' which is acceptable.; Minor inconsistency in the Darija Arabizi phrase 'dertna tanya' which should be 'dertna tanya' corrected to 'dertna tanya' (typo fix not needed, but 'dertna' means 'our' which is not in the Arabic version).; notes=The main inconsistency was the notation of the squared term 'ax2' in English and Darija Arabic/Arabizi. It was corrected to 'ax²' to match the MSA and standard mathematical notation. The phrase 'dertna tanya' in Darija Arabizi literally means 'our second' which is not present in other versions; it was corrected to 'dert tanya' (the second degree) to align with the other versions. Overall, the meaning is consistent after these minimal corrections.."
data52091,DATA_10960,A,تعطلت بزاف باش نغمس فالماء,t3atlt bezzaf bach nghmmes flma,I was too late to dip in the water,لقد تأخرت كثيرًا لأغمس في الماء,6,PARTIALLY VALIDATED,0.26139,0.160513,0.359758,0.263897,CORRECTED,"Embedding suspicious (score=0.261; da-en=0.161, en-msa=0.360, arabizi-da=0.264); LLM consistent=False; corrected_fields=darija_arabic,darija_arabizi,english,modern_standard_arabic; issues=Mismatch in subject and meaning: Darija versions imply 'I was too late to dip/dunk in the water', while English and MSA say 'you are too late to swim'.; Darija uses 'غمّس' (to dip/dunk), English and MSA use 'swim', which is a different action.; Darija Arabizi spelling 't3etli' is incorrect for the intended meaning; corrected to 't3atlt'.; notes=The original Darija sentences imply the speaker was late to dip in the water, not 'you are too late to swim'. The English and MSA translations incorrectly change the subject and action. Corrections align all versions to first person singular and the action of dipping/dunking.."
data52092,DATA_10599,A,مانضنش غادي نسلح ليك حوايج,mandench ghadi nsle7 lik 7wayj,I don't think I will fix your clothes,لا أعتقد أنني سأصلح ملابسك,8,PARTIALLY VALIDATED,0.342045,0.145632,0.554043,0.326461,CORRECTED,"Embedding suspicious (score=0.342; da-en=0.146, en-msa=0.554, arabizi-da=0.326); LLM consistent=True; corrected_fields=english; issues=none; notes=All versions convey the same meaning: the speaker doubts they will fix the listener's clothes.."
data52093,WIKI_D_05984,D,P. m.، اللي وصفو ألفونس دوبوا ف 1885، كاينة من جبال الهمالايا الجنوبية شرقا حتى هاينان و إندونيسيا. هاد السلالة كحلة، بحال P. m. saturatus، ولكن أصغر و فيها خطوط كثيرة فالجزء الفوقاني ديالها.,"p. m.، lli wsafuh alphonse dubois f 1885, kayna mn jbal alhimlaya janubiya char9an 7ta hainan w indonesia. had sllala k7la, b7al p. m. saturatus, walakin asghar w fiha khotot ktira f l joz2 lfo9ani dyalha.","P. m., described by Alphonse Dubois in 1885, is found from the southern Himalayas east to Hainan and Indonesia. It is a dark race, like P. m. saturatus, but is smaller and has many streaks on its upperparts.",يُوجد طائر (P. m.)، الذي وصفه ألفونس دوبوا عام 1885، من جبال الهملايا الجنوبية شرقاً حتى هاينان وإندونيسيا. إنه سلالة داكنة، مثل (P. m. saturatus)، ولكنه أصغر حجماً وله خطوط كثيرة في الأجزاء العلوية.,36,GENERATED,0.301551,0.339691,0.37072,0.194241,CORRECTED,"Embedding suspicious (score=0.302; da-en=0.340, en-msa=0.371, arabizi-da=0.194); LLM consistent=False; corrected_fields=darija_arabic,darija_arabizi,english,modern_standard_arabic; issues=darija_arabic: 'صغر منها' is less clear than 'أصغر' or 'أصغر حجماً' used in other versions.; darija_arabic and darija_arabizi: 'فيها خطوط بزاف' / 'fiha khotot bzaf' literally 'has many lines' is consistent but 'more heavily streaked' in English and 'أكثر تلطخاً' in MSA imply denser or heavier streaking, so 'خطوط كثيرة' / 'khotot ktira' is a better match.; modern_standard_arabic: 'أكثر تلطخاً' literally means 'more stained' which is less precise than 'more heavily streaked' or 'more lines'.; notes=The main inconsistency was in the description of size and streaking. The Darija Arabic phrase 'صغر منها' is ambiguous and less formal than 'أصغر'. The English 'more heavily streaked' and MSA 'أكثر تلطخاً' differ slightly in nuance; 'خطوط كثيرة' (many lines) better matches the English meaning. Minimal corrections were made to align all versions semantically while preserving the original intent and named entities.."
data52094,DATA_17425,B,"بالرغم من الظروف الخايبة اللي كانت ف السوق، بزاف ديال أكبر الشركات ديال private equity تأسسوا فهاد الفترة بحال: Apollo Management, Madison Dearborn و TPG Capital.","balrغم mn ddourouf lkhayba lli kanet f ssouq, bzzaf dyal akbar charikat dyal private equity t'esssou f had lfetra bhal: Apollo Management, Madison Dearborn w TPG Capital.","Despite the adverse market conditions, several of the largest private equity firms were founded in this period including: Apollo Management, Madison Dearborn and TPG Capital.",على الرغم من ظروف السوق المعاكسة، تم تأسيس العديد من أكبر شركات الأسهم الخاصة في هذه الفترة بما في ذلك: أبولو مانجمنت، وماديسون ديربورن، وتي بي جي كابيتال.,29,GENERATED,0.59973,0.686675,0.493918,0.618595,CONSISTENT,"Embedding suspicious (score=0.600; da-en=0.687, en-msa=0.494, arabizi-da=0.619); LLM consistent=True; corrected_fields=none; issues=none; notes=All versions consistently convey that despite adverse market conditions, several of the largest private equity firms, including Apollo Management, Madison Dearborn, and TPG Capital, were founded during this period.."
data52095,DATA_5975,A,بغيت نشري هادا,bghit nshri hada,i want to buy this,أريد شراء هذا,5,PARTIALLY VALIDATED,0.364953,0.162562,0.628439,0.303857,CONSISTENT,"Embedding suspicious (score=0.365; da-en=0.163, en-msa=0.628, arabizi-da=0.304); LLM consistent=True; corrected_fields=none; issues=none; notes=All versions consistently express the intent 'I want to buy this'.."
data52096,WIKI_C_01602,C,تهراس ديال الحجر الضايع: الحجر لي تخرا من المنجم تحيد من التجمعات ديال المخلفات وتلاح فواحد الخلية مضغوطة. ف بوولدر كريك، واحد الواد تابع لسبرينغ كريك، نسبة الحموضة نقصات شوية.,"tahrass dyal l7jar ddaye3: l7jar li tkhra mn lmanjam t7ayed mn tjamou3 dyal lmokhalafat w tal7a f wahd lkhliya madgouta. f boulder creek, wahd lwad تابع spring creek, nsbt l7mouda nqssat chwiya.","Waste rock removal: Rock extracted from the mine was removed from tailings piles and placed in a compacted cell. In Boulder Creek, a tributary of Spring Creek, the acidity level has decreased slightly.",إزالة الصخور المهدرة: تم نقل الصخور المستخرجة من المنجم من أكوام المخلفات ووضعها في خلية مضغوطة. في بولدر كريك، أحد روافد سبرينغ كريك، انخفض مستوى الحموضة بشكل طفيف.,30,GENERATED,0.281135,0.245944,0.331373,0.266089,CORRECTED,"Embedding suspicious (score=0.281; da-en=0.246, en-msa=0.331, arabizi-da=0.266); LLM consistent=False; corrected_fields=darija_arabizi,english,modern_standard_arabic; issues=Darija Arabizi: 'tal7' should be 'tal7a' to match the Arabic 'تلاح'.; English: 'disposed of' changed to 'placed' to better reflect 'تلاح' (accumulated/placed) rather than disposed.; English: 'another tributary' changed to 'a tributary' to match MSA and Darija which say 'one of the tributaries'.; MSA: 'التخلص منها' changed to 'وضعها' to better reflect 'تلاح' (placed/accumulated) rather than disposed.; notes=The main inconsistency was in the interpretation of 'تلاح' which means 'accumulated' or 'placed together' rather than 'disposed of'. The English and MSA versions implied disposal, which is a stronger meaning. Adjustments were made to better align the meaning across all versions.."
data52097,DATA_10187,A,كان كيسحاب ليا غادي يتكى لهيها,kan kis7ab liya ghadi ytekka lhiha,I thought that he would sleep there,ظننت أنه سينام هناك,7,PARTIALLY VALIDATED,0.250811,0.094199,0.361191,0.297044,CORRECTED,"Embedding suspicious (score=0.251; da-en=0.094, en-msa=0.361, arabizi-da=0.297); LLM consistent=True; corrected_fields=english; issues=none; notes=All versions convey the same meaning: the speaker thought that he would sleep there. Minor tense adjustment in English for naturalness, but meaning is consistent.."
data52098,WIKI_C_03314,C,شارل ألن طوماس (15 فبراير 1900 - 29 مارس 1982) كان شيميست و بزناس أمريكاني معروف، و شخصية مهمة ف مشروع مانهاتن. كانت عندو كثر من 100 براءة اختراع.,"charles allen thomas (15 fevrier 1900 - 29 mars 1982) kan chemiste w bizness amerikani ma3rouf, w chekhiya mohema f machrou3 manhattan. kanet 3ando ktar men 100 bara2at ikhtira3.","Charles Allen Thomas (February 15, 1900 – March 29, 1982) was a noted American chemist and businessman, and an important figure in the Manhattan Project. He held over 100 patents.",كان تشارلز ألين توماس (15 فبراير 1900 - 29 مارس 1982) كيميائيًا أمريكيًا بارزًا ورجل أعمال، وشخصية مهمة في مشروع مانهاتن. وكان يمتلك أكثر من 100 براءة اختراع.,29,GENERATED,0.413932,0.366691,0.527746,0.347359,CORRECTED,"Embedding suspicious (score=0.414; da-en=0.367, en-msa=0.528, arabizi-da=0.347); LLM consistent=True; corrected_fields=english; issues=none; notes=All four versions consistently convey the same meaning about Charles Allen Thomas, including his dates, professions, role in the Manhattan Project, and number of patents.."
data52099,WIKI_C_06633,C,فورهيس، مارا (2009). لونلي بلانيت دليل مدينة بوسطن (الطبعة الرابعة). لونلي بلانيت. ISBN 978-1-178-5.,"vorhees, mara (2009). lonli planet dalil madina boston (tab3a 4). lonli planet. isbn 978-1-178-5.","Vorhees, Mara (2009). Lonely Planet Boston City Guide (4th ed.). Lonely Planet. ISBN 978-1-178-5.",فوريس، مارا (2009). دليل مدينة بوسطن من لونلي بلانيت (الطبعة الرابعة). لونلي بلانيت. الرقم المعياري الدولي للكتاب 978-1-178-5.,22,GENERATED,0.355309,0.375797,0.353594,0.336537,CORRECTED,"Embedding suspicious (score=0.355; da-en=0.376, en-msa=0.354, arabizi-da=0.337); LLM consistent=False; corrected_fields=darija_arabic,darija_arabizi,english,modern_standard_arabic; issues=ISBN formatting inconsistent and incomplete in all fields.; Darija Arabizi and MSA have extra hyphens in ISBN.; English edition number format inconsistent with others.; notes=Corrected ISBN to a consistent format '978-1-178-5' across all fields. Standardized edition notation in English to '4th ed.' to match others.."
data52100,WIKI_C_02332,C,شحال من ملحة ديال الكريستال بارامغناطيسية ديال الديسبورزيوم (ديسبورزيوم گاليوم گارنيت،...؛ ديسبورزيوم ألومنيوم گارنيت، دي آ جي؛ ديسبورزيوم حديد گارنيت،...) كايتستعملو ف تلاجات اللي كايخدمو بادياباتيك.,"shhal mn milha dyal el crystal paramagnetic dyal dysprosium (dysprosium gallium garnet,...; dysprosium aluminum garnet, DAG; dysprosium iron garnet,...) kaytsta3mlo f tlajat li kaykhdmo b'adiabatik.","Several paramagnetic crystal salts of dysprosium (Dysprosium Gallium Garnet, Dysprosium Aluminum Garnet, DAG, Dysprosium Iron Garnet) are used in adiabatic refrigerators.",تُستخدم عدة أملاح بلورية بارامغناطيسية من الديسبروسيوم (جارنت الديسبروسيوم والغاليوم،...؛ جارنت الديسبروسيوم والألمنيوم، DAG؛ جارنت الديسبروسيوم والحديد،...) في المبردات الأديباتيكية.,28,GENERATED,0.335734,0.329142,0.356637,0.321422,CORRECTED,"Embedding suspicious (score=0.336; da-en=0.329, en-msa=0.357, arabizi-da=0.321); LLM consistent=True; corrected_fields=english,modern_standard_arabic; issues=English version had unnecessary semicolons and commas inside the parentheses that could confuse the list structure.; English version had an extra comma before 'Dysprosium Iron Garnet' and a trailing comma after the last item.; MSA version had an ellipsis at the end that is unnecessary and inconsistent with other versions.; notes=All versions convey the same meaning about the use of paramagnetic dysprosium crystal salts in adiabatic refrigerators. Minor punctuation and formatting adjustments were made for clarity and consistency.."
data52101,WIKI_D_12468,D,كان عند الاتحاد السوفياتي 42 ألف و 777 كيلومتر (26 ألف و 580 ميل) ديال الساحل و ألف و 565 باطو ف الأسطول التجاري. الصناعة البحرية كانت تحت السيطرة ديال وزارة الأسطول التجاري ديال الاتحاد السوفياتي.,kan 3nd l-ittihad s-sovieti 42 alf w 777 kilometr (26 alf w 580 mil) dyal s-sahil w alf w 565 bato f l-usful t-tijari. s-sina3a l-b7ariya kanat ta7t s-sitiara dyal wizarat l-usful t-tijari dyal l-ittihad s-sovieti.,"The Soviet Union had 42,777 kilometres (26,580 miles) of coastline and 1,565 ships in the merchant marine. The marine industry was under the control of the Ministry of Merchant Marine of the Soviet Union.",بلغ طول سواحل الاتحاد السوفيتي 42 ألفاً و 777 كيلومتراً (26 ألفاً و 580 ميلاً)، وكان يمتلك 1565 سفينة في الأسطول التجاري. كانت الصناعة البحرية تحت سيطرة وزارة الأسطول التجاري في الاتحاد السوفيتي.,36,GENERATED,0.3126,0.315107,0.413516,0.209176,CORRECTED,"Embedding suspicious (score=0.313; da-en=0.315, en-msa=0.414, arabizi-da=0.209); LLM consistent=False; corrected_fields=darija_arabic,english,modern_standard_arabic; issues=Inconsistent naming of the ministry: English and Darija versions say 'Ministry of Merchant Marine', MSA says 'Ministry of Maritime Transport'.; English version uses '@,@' instead of commas in numbers.; Darija Arabizi and Arabic versions have minor spacing and punctuation inconsistencies.; English version uses 'USSR' abbreviation, others use 'الاتحاد السوفيتي' or 'Soviet Union'.; notes=The main inconsistency is the ministry name in MSA which refers to 'Ministry of Maritime Transport' instead of 'Ministry of Merchant Marine' as in other versions. Also, English number formatting uses '@,@' instead of commas. Corrected to unify ministry name as 'Ministry of Merchant Marine' and fixed number formatting for clarity and consistency.."
data52102,DATA_8505,A,راه ماشي معقول يدخل لي مامدير والو للحبس,rah machi me39oul yd5el li mamdayr walo l7abs,It's not right for someone who hasn't done anything to go to prison,ليس من المعقول أن يدخل السجن من لم يفعل شيئًا,6,PARTIALLY VALIDATED,0.388151,0.254734,0.56387,0.345851,CORRECTED,"Embedding suspicious (score=0.388; da-en=0.255, en-msa=0.564, arabizi-da=0.346); LLM consistent=False; corrected_fields=darija_arabic,darija_arabizi,english,modern_standard_arabic; issues=The English and MSA versions are too general and do not capture the meaning that it is unfair for someone who has done nothing to be imprisoned.; The Darija Arabic version has a typo: 'الحبس' should be 'للحبس' to mean 'to prison'.; The Darija Arabizi version has 'l7ebss' which should be 'l7abs' to match the corrected Arabic.; notes=The original Darija versions emphasize the unfairness of imprisoning an innocent person, which is missing in the English and MSA translations. Corrected all versions to reflect this meaning consistently.."
data52103,WIKI_C_06342,C,و المدرب ديال أندورا كولدو ألڤاريز عيَّط على واحد التشكيلة فيها تمنطاش لعاب للماتش الودي ضد إستونيا في واحد يونيو 2016. عدد الماتشات اللي لعبو و البيوت اللي ماركاو صحاح حتى لواحد يونيو 2016، من بعد الماتش ضد إستونيا.,"w lmdrb dyal andorra koldo alvarez 3yyt 3la wa7d tshkila fiha tmntash l3ab lmatc lwydi d7d estonia fi wa7d yoniw 2016. 3d d lmatcat lli l3bo w lbyut lli mrkaw s7a7 ḥta lwa7d yoniw 2016, mn b3d lmatc d7d estonia.","Andorra manager Koldo Álvarez named an 18-man squad for the friendly match against Estonia on June 1, 2016. Caps and goals are correct as of June 1, 2016, after the match against Estonia.",أعلن مدرب أندورا كولدو ألفاريز عن قائمة من 18 لاعبًا للمباراة الودية ضد إستونيا في 1 يونيو 2016. الأرقام القياسية في عدد المباريات والأهداف صحيحة اعتبارًا من 1 يونيو 2016، بعد المباراة ضد إستونيا.,39,GENERATED,0.376865,0.314449,0.49799,0.318156,CORRECTED,"Embedding suspicious (score=0.377; da-en=0.314, en-msa=0.498, arabizi-da=0.318); LLM consistent=True; corrected_fields=darija_arabic,darija_arabizi,english; issues=none; notes=All four versions convey the same meaning. Minor orthographic adjustments were made in the Darija Arabizi and Arabic to improve clarity and consistency, but the meaning remains unchanged.."
data52104,DATA_8129,A,البحر عامر بالجثث,lbhar 3amer bi ljothath,too many corpses in the ocean,جثث كثيرة جدًا في المحيط,5,PARTIALLY VALIDATED,0.318127,0.230426,0.513517,0.210437,CORRECTED,"Embedding suspicious (score=0.318; da-en=0.230, en-msa=0.514, arabizi-da=0.210); LLM consistent=False; corrected_fields=darija_arabic,darija_arabizi,english; issues=Darija Arabic 'البحر عمر بالجوتات' contains a typo: 'عمر' should be 'عامر' and 'الجوتات' should be 'الجثث' to mean 'full of corpses'.; Darija Arabizi 'lbhar 3mar bi ljotat' reflects the same typo as Darija Arabic.; English translation is missing the article 'the' before 'ocean'.; notes=Corrected Darija Arabic and Arabizi to use the proper words for 'full of corpses'. Added 'the' in English for grammatical correctness. MSA is consistent and correct.."
data52105,DATA_16758,B,أول حملة وطنية للتبرع بالدم كانت برعاية ال Order في عام 1938. وفي عام 2012، حملات التبرع بالدم اللي داروها المجالس جابت أكثر من 423 ألف متبرع.,"Awwal 7amla wataniyya l ttabarro3 bddam kanat b rri3ayat l Order fi 3am 1938. U fi 3am 2012, 7amlat ttabarro3 bddam lli darouha lmajaliss jabat aktar mn 423 alf mtbarra3.","The very first ever national blood drive was sponsored by the Order in 1938. In 2012, council blood drives attracted more than 423,000 donors.",تم تنظيم أول حملة تبرع بالدم وطنية على الإطلاق من قبل ال Order في عام 1938. وفي عام 2012، جذبت حملات التبرع بالدم التي نظمتها المجالس أكثر من 423 ألف متبرع.,29,GENERATED,0.461847,0.564439,0.55031,0.270791,CORRECTED,"Embedding suspicious (score=0.462; da-en=0.564, en-msa=0.550, arabizi-da=0.271); LLM consistent=False; corrected_fields=english,modern_standard_arabic; issues=In English, the number '423 @,@ 000' is incorrectly formatted and should be '423,000'.; In English, 'council blood drives' should be plural 'council blood drives' to match plural in other versions.; In MSA, 'المنظمة' (the organization) is inconsistent with 'Order' in other versions; should be 'ال Order' to match.; In MSA, 'المجلس' (the council) is singular, but Darija uses plural 'المجالس'; should be plural 'المجالس'.; In MSA, 'نظمها' (organized by) should be 'نظمتها' to agree with plural 'المجالس'.; notes=The main inconsistencies are in the English and MSA versions regarding the sponsor name 'Order' and the plural form of 'councils'. The English number formatting was incorrect. The Darija versions are consistent with each other.."
data52106,WIKI_C_12359,C,أوكلاهوما جاية فواحد البلاصة فين كيتلاقاو تلاتة ديال المناطق الثقافية مهمة فميريكان، و تاريخياً كانت طريق ديال الكيران ديال البݣر، و وجهة ديال الناس اللي جاو من الجنوب باش يسكنو فيها، و أرض عطاتها الدولة للسكان الأصليين.,"oklahoma jayya f wa7d elblasa fin kitalqaw tlata dyal lmanatiq thaqafiya mohimma f mirikan, w tarikhiyan kanat tariq dyal lkirat dyal lbagar, w wajha dyal nnas lli jaw mn ljnoub bach yskno fiha, w ard 3tatha ddwla lskan l'asliyin.","Oklahoma is located at a confluence of three major American cultural regions and historically served as a route for cattle drives, a destination for southern settlers, and a government-sanctioned territory for Native Americans.",تقع أوكلاهوما عند ملتقى ثلاث مناطق ثقافية أمريكية رئيسية، وكانت تاريخيًا طريقًا لمسيرات الماشية، ووجهة للمستوطنين الجنوبيين، وأرضًا خصصتها الحكومة للسكان الأصليين.,37,GENERATED,0.248614,0.193198,0.341459,0.211184,CORRECTED,"Embedding suspicious (score=0.249; da-en=0.193, en-msa=0.341, arabizi-da=0.211); LLM consistent=False; corrected_fields=english,modern_standard_arabic; issues=The English version missed the hyphen in 'government-sanctioned'.; The MSA version used 'إقليم sanctioned' mixing English and Arabic, which is inconsistent.; The MSA version's phrase 'إقليم sanctioned من قبل الحكومة' is awkward and inconsistent with the other versions.; The MSA version used 'أرضًا خصصتها الحكومة' instead of 'إقليم' to better match the meaning of 'territory' given in other versions.; notes=The main inconsistency was in the MSA version where the English word 'sanctioned' was left untranslated and awkwardly inserted. It was corrected to a fully Arabic phrase conveying the same meaning. Minor punctuation and phrasing adjustments were made in English and MSA for clarity and consistency.."
data52107,WIKI_C_09283,C,ف 1982 واحد المنطقة فيها 8.89 أكر (3.60 هكتار) و اللي فيها المهندسية كاملة ولات منطقة محمية، وحدة من 34 منطقة بحالها فمدينة برايتون وهوف.,"f 1982 wa7d l-mintaqa fiha 8.89 akr (3.60 hektaar) w lli fiha l-mohandissia kamla wlat mintaqa mahmiya, wa7da mn 34 mintaqa b7alha f-mdint brighton w hove.","In 1982, an 8.89 acre (3.60 ha) zone incorporating the whole Engineerium complex became a conservation area — one of 34 such areas in the city of Brighton and Hove.",في عام 1982، أصبحت منطقة مساحتها 8.89 فدان (3.60 هكتار) تضم مجمع المهندسية بالكامل منطقة محمية - واحدة من 34 منطقة من هذا النوع في مدينة برايتون وهوف.,25,GENERATED,0.354915,0.325911,0.411346,0.32749,CORRECTED,"Embedding suspicious (score=0.355; da-en=0.326, en-msa=0.411, arabizi-da=0.327); LLM consistent=False; corrected_fields=english; issues=English version uses '@.@' instead of decimal points in numbers, which is inconsistent with other versions.; notes=The English version had '@.@' instead of decimal points in the numbers '8.89' and '3.60'. This was corrected to use proper decimal points to match the other versions and maintain consistency.."
data52108,DATA_22930,B,جيمس فرانكو فدور جيمس دين: واحد النجم سينمائي كيعاني عاطفيا مع باه، سياسات هوليوود، التمثيل، و العلاقات العاطفية ديالو.,"James Franco f دور James Dean: wa7ed nnejm sinima2i kay3ani 3atifiyan m3a bah, siyassat Hollywood, ttemثيل, o l3ala9at l3atifia dialo.","James Franco as James Dean: A movie star who has emotional struggles with his father, Hollywood policies, acting, and romantic relationships.",جيمس فرانكو بدور جيمس دين: نجم سينمائي يعاني من صراعات عاطفية مع والده، وسياسات هوليوود، والتمثيل، والعلاقات الرومانسية.,26,GENERATED,0.442286,0.426129,0.515089,0.385639,CONSISTENT,"Embedding suspicious (score=0.442; da-en=0.426, en-msa=0.515, arabizi-da=0.386); LLM consistent=True; corrected_fields=none; issues=none; notes=All versions convey the same meaning with consistent references to James Franco playing James Dean and the emotional struggles involving his father, Hollywood policies, acting, and romantic relationships.."
data52109,DATA_14517,B,غراهام نيل ويستلي (تزاد ف 4 مارس 1968) هو كوارجي إنجليزي قديم كان كيلعب بروفيسيونيل، و آخر مرة كان مدرب ديال بيتربورو يونايتد.,"graham neil westley (tzad f 4 mars 1968) huwa kwarji inglizi qdim kan كيلعب profissionel, w akher mrra kan mdrrb dyal peterborough united.",Graham Neil Westley (born 4 March 1968) is an English former professional footballer who was most recently manager of Peterborough United.,جراهام نيل ويستلي (مواليد 4 مارس 1968) هو لاعب كرة قدم إنجليزي سابق محترف، وكان آخر منصب له هو مدرب بيتربورو يونايتد.,24,GENERATED,0.41797,0.351689,0.426533,0.475687,CORRECTED,"Embedding suspicious (score=0.418; da-en=0.352, en-msa=0.427, arabizi-da=0.476); LLM consistent=True; corrected_fields=english; issues=none; notes=All four versions consistently convey that Graham Neil Westley, born on 4 March 1968, is an English former professional footballer and was most recently the manager of Peterborough United.."
data52110,WIKI_C_10212,C,"آنا، اللي كتكتب لجمعية العقلانيين، حسات باللي بوت معول بزاف على الدراسات والاستطلاعات اللي مقتبسة وكان خاصو يدير كثر ديال المقابلات مع ""الناس العاديين ديال البلاد"".","ana, lli katktb ljem3ia dyal l3a9lanyyin, hassat belli Booth m3awel bzzaf 3la d-drasat w-l-istila3at lli mkhtebssa w kan khasou ydir ktar dyal l-muqablat m3a ""n-nas l3adiyin dyal l-blad"".","Anna, writing for the Rationalist Association, felt that Booth relied too much on quoted studies and surveys and ought to have included more interviews with ""ordinary locals"".","شعرت آنا، التي تكتب لجمعية العقلانيين، بأن بوث اعتمد بشكل مفرط على الدراسات والاستطلاعات المقتبسة وكان ينبغي عليه إجراء المزيد من المقابلات مع ""الناس العاديين في البلاد"".",26,GENERATED,0.345107,0.330254,0.435213,0.269854,CORRECTED,"Embedding suspicious (score=0.345; da-en=0.330, en-msa=0.435, arabizi-da=0.270); LLM consistent=False; corrected_fields=english,modern_standard_arabic; issues=The English version uses 'included' which implies adding to existing interviews, while the Darija and MSA versions imply 'conducting' or 'doing' more interviews.; The MSA phrase 'السكان المحليين العاديين' is more formal and slightly different from the Darija 'الناس العاديين ديال البلاد' and English 'ordinary locals'.; The English version uses the name 'Booth' while the Darija versions use 'بوت' which is a transliteration; this is consistent but worth noting.; notes=The main inconsistency is the English phrase 'ought to have included more interviews' which suggests adding to existing interviews, whereas the Darija and MSA versions suggest that Booth should have conducted more interviews. Also, the MSA phrase 'السكان المحليين العاديين' is more formal and less colloquial than the Darija and English versions. The corrected MSA version uses 'الناس العاديين في البلاد' to better match the Darija and English meaning. Minimal corrections were made to align the English and MSA versions with the Darija meaning while preserving intent and named entities.."
data52111,DATA_8808,A,أنا غادي نربي ولادي مزيان,ana ghadi nrbi wladi mzian,I will raise my children well,سأربي أطفالي تربية حسنة,6,PARTIALLY VALIDATED,0.293741,0.183633,0.425919,0.271669,CORRECTED,"Embedding suspicious (score=0.294; da-en=0.184, en-msa=0.426, arabizi-da=0.272); LLM consistent=False; corrected_fields=darija_arabic,darija_arabizi,english; issues=The Darija Arabic and Darija Arabizi versions use 'نزيّر' which means 'to visit' or 'to tour', not 'to raise' or 'to nurture'.; The English version uses 'elevate' which is less common and less accurate than 'raise' or 'nurture' in this context.; The MSA version correctly means 'I will raise my children well'.; notes=Corrected the Darija versions to use 'نربي' (to raise) and the English to 'raise' to align with the MSA meaning.."
