data_id,id,classe,darija_arabic,darija_arabizi,english,modern_standard_arabic,english_word_count,status
data52332,DATA_3913,A,عادتان كنطلع فالدروج,3adatan kanTl3 f drouj,I usually take the stairs,أنا عادةً أصعد الدرج,5,PARTIALLY VALIDATED
data52333,DATA_1274,A,آيه، شي قهوة غادي ينفعني مزيان.,"ayeh, chi kwiyess dial l9hwa ghadi ynf3ni mezian.","Yes, a good cup of coffee will do me great.",نعم، كوب قهوة جيد سينفعني كثيرًا.,10,PARTIALLY VALIDATED
data52334,WIKI_C_08951,C,ف النسخة المختصرة، كاين واحد التوازن بين الوصف ديال البلايص و المغامرات، و الحيوانات اللي كتشافو تما. الستيل متقون ولكن حي و نيشان.,"f neskha mkhtsrsa, kayn wa7ed tewazen bin wesf lبلايص w lmghamat, w lhaywanat lli katshaf tma. Style mtaqoun walakin 7ay w nishan.","In the abridged version , there is a balance between descriptions of places and adventures , and the wildlife seen there . The style is accurate , but vivid and direct :",في النسخة المختصرة، يوجد توازن بين وصف الأماكن والمغامرات، والحياة البرية التي تُشاهَد هناك. الأسلوب دقيق، ولكنه حي ومباشر.,23,GENERATED
data52335,DATA_15104,B,"فالقرن الواحد و عشرين, أغلبية المصانع اللي كانت على طول طريق Pentonville مشات. الديار القديمة ولات دابا شقق.","fal qarn lwahed wa 3eshreen, aghlabiyat lmasane3 li kanet 3la tool triq Pentonville mshat. ddyar lqdima walat daba shqaq.","By the 21st century , most of the manufacturing base along Pentonville Road had disappeared . The original townhouses are now apartments .",بحلول القرن الحادي والعشرين، اختفت معظم القاعدة الصناعية على طول شارع بنتونفيل. أصبحت المنازل السكنية الأصلية الآن شققًا.,23,GENERATED
data52336,DATA_15945,B,في 29 فبراير 2016، بايدن دار خطاب فالحفل ديال توزيع الجوائز ديال الأوسكار رقم 88 باش يوعّي الناس بالاعتداء الجنسي؛ و قدّم حتى ليدي غاغا.,"fi 29 fibrayer 2016, bayden dar khtab falhfal dyal tawzi3 aljawa2iz dyal l'oskar raqm 88 bash yuwa33i n-nas bil-i3tida2 aljinsi; w qaddam htta lady gaga.","On February 29 , 2016 , Biden gave a speech at the 88th Academy Awards to do with awareness for sexual assault ; he also introduced Lady Gaga .",في 29 فبراير 2016، ألقى بايدن خطابًا في حفل توزيع جوائز الأوسكار الثامن والثمانين للتوعية بالاعتداء الجنسي؛ كما قدم ليدي غاغا.,29,GENERATED
data52337,DATA_17006,B,"التينور كيعبر في ريسيتاتيف سيكو على الاعتقاد ""يا ولد الله ومريم بصح"".","Attinoor kay3abber f risitatif siko 3la l-i3tiqad ""ya wld Allah o Maryam bssah"".","The tenor expresses in secco recitative the belief "" Du wahrer Gottes und Marien Sohn "" ( You , very son of God and Mary ) .","يعبر التينور في مقطع ريكتاتيف جاف عن الاعتقاد ""يا ابن الله ومريم الحقيقي"" (أنت، يا ابن الله ومريم الحقيقي).",27,GENERATED
data52338,WIKI_D_11649,D,"عطاو عشرة ديال ""ديستنݣويشد سيرڤيس كروسز""، و ميتين و ستة و خمسين ديال ""سيلڤر ستارز"" و ستّامية و ستة ديال ""برونز ستارز"" للرجال ديال الفرقة 65 د المشاة على الشجاعة ديالهم. من هاد العشرة ديال ""ديستنݣويشد سيرڤيس كروسز"" اللي تعطاو للناس ديال الفرقة 65 د المشاة، خمسة تعطاو لبورتوريكيين.","3taw 3eshra dyal ""distinguished service crosses"", w mettin w seṭṭa w khemsin dyal ""silver stars"" w settamiya w sett dyal ""bronze stars"" lرجالة dyal lferqa 65 d lemshya 3la echja3a dyalhom. Men had l3eshra dyal ""distinguished service crosses"" lli ta3taw lnnas dyal lferqa 65 d lemshya, khamsa ta3taw lportorikiyin.","Ten Distinguished Service Crosses , 256 Silver Stars and 606 Bronze Stars for valor were awarded to the men of the 65th Infantry . Of the ten Distinguished Service Crosses that were awarded to the members of the 65th Infantry , five were awarded to Puerto Ricans :",مُنحت عشرُ صلبان خدمةٍ متميزة، وخمسمئة واثنتان وخمسون نجمة فضية، وستمئة وست نجوم برونزية للشجاعة لرجال المشاة الخامس والستين. ومن بين صلبان الخدمة المتميزة العشر التي مُنحت لأعضاء المشاة الخامس والستين، مُنح خمسة لبورتوريكيين.,49,GENERATED
data52339,WIKI_D_04101,D,ف 1636، بصلة ديال التوليب ولات رابع أهم منتوج كيتصدّر من هولندا، من مورا الجين، الشرينݣا والفرماج. الثمن ديال التوليب طلع بزاف بسباب المضاربة على العقود الآجلة ديال التوليب بين ناس اللي عمرهم ما شافو البصلات. بزاف ديال الرجال دارو وثروات وخسروها بين ليلة ونهار.,"f 1636, bslila dyal toulip welat rabia aham montoj kaytssadr mn holanda, mn moura ljin, cherenga w lfermaj. tman dyal toulip tle3 bzaf bsbab lmdarba 3la l3oqood l2ajila dyal toulip bin nas lli 3amrhom ma shafu lbsilate. bzaf dyal rjal daro w tlawt w khasroha bin lyta w nhar.","By 1636 the tulip bulb became the fourth leading export product of the Netherlands , after gin , herrings and cheese . The price of tulips skyrocketed because of speculation in tulip futures among people who never saw the bulbs . Many men made and lost fortunes overnight .",بحلول عام 1636، أصبح بصل الزنبق المنتج التصديري الرئيسي الرابع لهولندا، بعد الجن والرنجة والجبن. ارتفع سعر زهور التوليب بشكل كبير بسبب المضاربة على عقود التوليب الآجلة بين أناس لم يروا البصيلات قط. جَنَى العديد من الرجال ثروات وخسرها بين عشية وضحاها.,45,GENERATED
data52340,DATA_20197,B,سكوت پول كارسون (تزاد فـ 3 شتنبر 1985) هو كوايري انگليزي محترف كيلعب حارس مرمى لفرقة ديربي كاونتي اللي فالـ تشامبيونشيب.,Skott Paul Carson (tzad f 3 chtanber 1985) huwa kouayri inglizi muh'tarif كيلعب hares merma l'ferqa Derby County lli fal-Championchip.,Scott Paul Carson ( born 3 September 1985 ) is an English professional footballer who plays as a goalkeeper for Championship club Derby County .,سكوت بول كارسون (مواليد 3 سبتمبر 1985) هو لاعب كرة قدم محترف إنجليزي يلعب كحارس مرمى لنادي ديربي كاونتي في دوري البطولة الإنجليزية.,25,GENERATED
data52341,WIKI_C_12080,C,الطاير هي السمية ديال تلاتة ديال الطيارات د الباطو ديال لاميريكان: يو إس إس الطاير (آ دي 11)، يو إس إس الطاير (آ كاي 257) و يو إس إن إس الطاير (تي آ كاي آر 291).,"ltayr hiya l-smya dyal tlata dyal ttaayrat dyal lbato dyal l-marikan: uss ltar (ad 11), uss ltar (ak 257) w usns ltar (t akr 291).","Altair is the name of three United States navy ships : USS Altair ( AD @-@ 11 ) , USS Altair ( AK @-@ 257 ) and USNS Altair ( T @-@ AKR @-@ 291 ) .",الطيار هو اسم ثلاث سفن تابعة للبحرية الأمريكية: يو إس إس الطيار (أ.د. 11)، ويو إس إس الطيار (أ.ك. 257)، ويو إس إن إس الطيار (تي.أ.ك.ر. 291).,36,GENERATED
data52342,WIKI_D_00904,D,جوزيف هاو آند كومپاني ستعملو لوكوموتيف ديال التانك 0 @-@ 4 @-@ 0 باش ينقلّو مواد البناء فاش كانو كيبنيو السبيطار. شراو اللوكوموتيف جديد ف 1900، وباعوه ف 1903 من بعد ما سالاو السبيطار ودارو الضو فالخط.,"josef howa & kompani st3mlo lokomotiv dyal tank 0-4-0 bach ynaqlo mawat lbnna fach kano kaybniw sbitar. charaw lokomotiv jdid f 1900, wba3oh f 1903 mn ba3d ma salaw sbitar wdaraw ddo fel khatt.","Joseph Howe & Company used an 0 @-@ 4 @-@ 0 saddle tank locomotive to transport building materials during the hospital 's construction . The locomotive was purchased new in 1900 , and sold in 1903 following the completion of the hospital and electrification of the line .",استخدمت شركة جوزيف هاو وشركاه قاطرة بخارية بخزان سرج بتصميم 0-4-0 لنقل مواد البناء خلال بناء المستشفى. تم شراء القاطرة جديدة في عام 1900، وبيعها في عام 1903 عقب الانتهاء من المستشفى وكهرباء الخط.,37,GENERATED
data52343,WIKI_C_02209,C,"المؤرخ التونسي محمد ياسين السيد كيعرف المنطقة بنفس الطريقة بوجود الزيتون و الخبز و القمح و العنب ك ""المنتجات الأساسية ديال المطبخ الشعبي المتوسطي"":","el-mo'arekh et-toonsi mohamed yassine essid ki3ref el-mintaqa bnefs et-tareeqa b-wujood ez-zaytoon w el-khobz w el-qamh w el-3enab ka ""el-montajaat el-asasiyya dyal el-matbakh ech-cha3bi el-metowassiti"":","The Tunisian historian Mohamed Yassine Essid similarly defines the region by the olive 's presence , along with bread , wheat , and the grape as the "" basic products of Mediterranean folk cuisine "" :","يُعرّف المؤرخ التونسي محمد ياسين السيد المنطقة بنفس الطريقة بوجود الزيتون، بالإضافة إلى الخبز، والقمح، والعنب باعتبارها ""المنتجات الأساسية للمطبخ الشعبي المتوسطي"".",24,GENERATED
data52344,WIKI_C_11162,C,"1999 . روسمان، سامويلز جي جي، روجرسون سي تي، لوين آر. ""أجناس ديال <unk>، <unk>، و <unk> (هايبوكرياليس، أسكوميسيتس)"". ستود مايكول 42 : 1 – 248 .","1999. rousman, samouels gj, rogersson ct, lowen r. ""ajnas dyal <unk>, <unk>, w <unk> (hypocreales, ascomycetes)"". stud mycol 42: 1 – 248 .","1999 . Rossman , Samuels GJ , Rogerson CT , Lowen R. "" Genera of <unk> , <unk> , and <unk> ( Hypocreales , Ascomycetes ) "" . Stud Mycol 42 : 1 – 248 .","١٩٩٩. روسمان، سامويلز جي جي، روجرسون سي تي، لوين آر. ""أجناس الفطريات، الفطريات، والفطريات (هايبوكرياليس، أسكوميسيتس)"". ستود مايكول ٤٢: ١ – ٢٤٨.",27,GENERATED
data52345,WIKI_C_10579,C,وزارة الطاقة باقية كاتراقب البلاصة كجزء من البرنامج ديالهم ديال الإصلاح. هادشي غادي يبقى مستمر حتال 2025، ومن بعد هاد البلاصة غادي تولي محمية طبيعية ممنوع الدخول ليها.,"wzara dyal taqa baghya katra9eb l'بلاصة k joz2 men l program dyalhom dyal lislah. Hadchi radi yeb9a mstmer 7tal 2025, w men ba3d had l بلاصة radi twelli me7miya tab3iya mamnou3 dakhol liha.","The Department of Energy continues to monitor the site as part of their remediation program . This is expected to continue until 2025 , after which the site is intended to become a restricted access wildlife preserve .",تواصل وزارة الطاقة مراقبة الموقع كجزء من برنامجها للمعالجة. ومن المتوقع أن يستمر هذا حتى عام 2025، وبعد ذلك يُعتزم أن يصبح الموقع محمية للحياة البرية ذات وصول مقيد.,28,GENERATED
data52346,WIKI_C_12089,C,تومبسون بان فالتلفزة فبزاف ديال البرامج بوحدو و مع البيكسيز، بحال 120 مينيت و ذا لايت شو فميريكان و ذا وورد فبريطانيا.,"thompson ban f telfaza f bzaf dyal baramij bo7do w m3a l pixies, b7al 120 minutes w the late show f merican w the word f britanya.","Thompson has appeared on a range of television shows solo and as part of the Pixies , ranging from 120 Minutes and The Late Show in the United States , to The Word in the UK .","ظهر طومسون في مجموعة من البرامج التلفزيونية بمفرده وكجزء من فرقة البيكسيز، بدءًا من ""120 دقيقة"" و ""ذا لايت شو"" في الولايات المتحدة، وصولاً إلى ""ذا وورد"" في المملكة المتحدة.",22,GENERATED
data52347,WIKI_C_11306,C,إيريكر و هاكون و إينݣڤار و راݣنهيلدر، هوما... ... ... ... مات فاليونان. الله و مّو يرحمو.,"eirikr w hakim w ingvar w ragnhildr, homa... ... ... ... mat falyunan. allah w mmo yerhamo.",""" Eiríkr and Hákon and Ingvarr and Ragnhildr , they ... ... ... ... He died in Greece . May God and God 's mother help his soul . """,إيريكر و هاكون و إنغفار و راغن هيلدر، هم... ... ... ... لقد توفي في اليونان. ليساعد الله وأم الله روحه.,17,GENERATED
data52348,DATA_13676,B,طريق غريزبرا ما بقاش طريق رئيسي وكيخدم غير المحلات التجارية المحلية. لتحت من هاد القنطرة كاينين 3 ديال القناطر ديال التيو.,Ttriq Ghrizbra ma bqash ttriq rra2issi w kikhddem ghir lme7allat ttijariya lme7alliya. Lte7t men had lqontra kaynin tlata dyal lqanater dyal ttiyo.,The Greasbrough Road is no longer a main road and only serves local businesses . Downstream of this bridge are 3 pipe bridges .,لم تعد طريق غريسبروه طريقًا رئيسيًا، وهي تخدم فقط الشركات المحلية. أسفل هذا الجسر توجد 3 جسور أنابيب.,24,GENERATED
data52349,DATA_16813,B,من بعد كنقصو مضاعفات 21 من 147 حتى كيبقى الباقي قل من 21. سبعة ديال المضاعفات ممكن تنقص (q2),mn b3d knqssu muda3afat 21 mn 147 7tta kaybq lbaqi qll mn 21. sb3a dyal lmuda3afat mumkin tnqss.,Then multiples of 21 are subtracted from 147 until the remainder is less than 21 . Seven multiples can be subtracted ( q2,ثم تُطرح مضاعفات العدد 21 من 147 حتى يصبح الباقي أقل من 21. يمكن طرح سبعة مضاعفات (ف2),23,GENERATED
data52350,DATA_6103,A,امتا كايجي التران ديال المدينة؟,imta kayji tran dyal mdina?,when will this train arrive in the city?,متى ستصل هذه القطار إلى المدينة؟,8,PARTIALLY VALIDATED
data52351,DATA_13601,B,تطبيق ديال السيركوي: بحال مونبع ديال الضو، المُوافقة ديال المُمَانَعة، مُوَازِنة ديال الفُولطاج الخارج والتيار، ولا عزل ديال السيركوي.,"Tettbiq dyal essirkwi: bhal monebba3 dyal ddo, lmuwafaqa dyal lmumana3a, muwazina dyal lvoltaj lkharej w ttiyar, wla 3zel dyal essirkwi.","Circuit application : Such as power supply , impedance matching , output voltage and current stabilizer or circuit isolation .",تطبيق الدائرة: مثل مزود الطاقة، ومطابقة المعاوقة، ومثبت جهد أو تيار الخرج، أو عزل الدائرة.,20,GENERATED
data52352,WIKI_C_11671,C,كان و هورويتز كانو قادة ف الحزب الاشتراكي ديال ميريكان، و عاونو باش يبدلو سميتو للديمقراطيين الاشتراكيين ديال ميريكان، واخا هارينݣتون ماكانش معاهوم. بن واتنبرݣ قال باللي الأعضاء ديال SDUSA بحالا كانوا,"kan kahn w horowitz kanu qada f l hzb l-ishtiraki dyal mirikan, w 3awnu bash ybdlu smitu l dymuqratiyin l-ishtirakiin dyal mirikan, wakhkha harrington makanch m3ahum. ben wattenberg qal belli l a3da2 dyal SDUSA b7ala kanu","Kahn and Horowitz were leaders in the Socialist Party USA , and supported its change of name to Social Democrats , USA ( SDUSA ) , despite Harrington 's opposition . Ben Wattenberg commented that SDUSA members seemed to be",كان خان وهورويتز رائدين في الحزب الاشتراكي الأمريكي، ودعما تغيير اسمه إلى الديمقراطيين الاشتراكيين، الولايات المتحدة الأمريكية (SDUSA)، على الرغم من معارضة هارينغتون. علق بن واتنبرغ بأن أعضاء SDUSA بدا أنهم,32,GENERATED
data52353,DATA_12107,A,عمرك ت نقارت فشي عصابة بحال هادي,3emrek t n5aret fchi 3issaba b7al hadi,you should never join a crimz band,يجب ألا تنضم أبدًا إلى عصابة إجرامية,7,PARTIALLY VALIDATED
data52354,DATA_1119,A,ماخاصّكش تعرفي!,makhaSSkch t3erfi!,You're not supposed to know!,ليس من المفترض أن تعرف!,5,PARTIALLY VALIDATED
data52355,DATA_10626,A,ماندينش غادي تفهم مع داك الأستاد را ديرهم مايديعوش,mandench ghadi tfahem m3a dak l2ostad ra derhem maydey3ouch,I dont think he will get along with teacher,لا أعتقد أنه سيتفاهم مع المعلم.,9,PARTIALLY VALIDATED
data52356,DATA_21687,B,"Swry, mnqdrsh ntrjmlk bdh tarz.","Sorry, manqderch nterjemlek b had tarz.","either a vowel is changed to another vowel resembling it in sound ( i to y , for example , or u to w )",إما أن يُستبدل حرف علة بآخر يشبهه في النطق (مثل إبدال الياء بالألف المقصورة، أو الواو بالياء).,25,GENERATED
data52357,WIKI_C_02819,C,زيد عليها، ماشي غير الصقور بحال الشاهين اللي كياكلوها، هاد الخطاف الصغير لقاوها حتى في الماكلة ديال الوطواط مصاص الدماء لكبير، داك <unk> ليرا.,"zid 3liha, machi ghir sqour b7al charhin li kayakloha, had lkhataf sghir lqawha 7ta f makla dyal lwatwat massas dam kabir, dak <unk> lyra.","In addition to predation by birds of prey such as the peregrine falcon , this small martin has been recorded in the diet of the greater false vampire bat , <unk> lyra .",بالإضافة إلى الافتراس من قبل الطيور الجارحة مثل الشاهين، تم تسجيل هذا الخطاف الصغير في حمية الخفاش الأكبر الماص للدماء، <unk> ليرا.,24,GENERATED
data52358,WIKI_D_00371,D,"هازليت كيهضر على الجهد اللي دارو شي ممثلين باش يلعبو الدور، بالخصوص كين. شي طريفات من الريفيو ديالو على أول مرة كين لعب فيها دور ريتشارد، اللي كتبها لجريدة ""مورنين كرونيكل"" نهار 15 فبراير 1814، دخّلوها فهاد الشابتر.","hazlit kayhdar 3la ljuhd lli daro chi ممثلin bach yl3bu ddour, bkhsus kin. chi trifat mn lreview dyalu 3la awl mrra kin l3b fiha dour richard, lli ktbha ljarida ""morning chronicle"" nhar 15 fevrier 1814, dkhluh fhad chapter.","Hazlitt comments on the efforts of several actors in playing the role , particularly Kean . Portions of his review of Kean 's first performance as Richard , written for The Morning Chronicle of 15 February 1814 , were incorporated into this chapter .","يعلق هازليت على جهود عدة ممثلين في أداء الدور، وخاصة كين. تم دمج أجزاء من مراجعته لأداء كين الأول في دور ريتشارد، والتي كتبت لصحيفة ""ذا مورنينغ كرونيكل"" في 15 فبراير 1814، في هذا الفصل.",38,GENERATED
data52359,WIKI_C_04747,C,الميريكان ضربوها ربعة ديال الرياح ف 1987، تلاتة منهم دازو على فلوريدا. واحد الريح ما سميوهش ضرب تيكساس و خسّر بزاف فالساحل ديال خليج الميريكان.,"l-mirikan darbouha rba3 dyal riyah f 1987, tlata منهم dazo 3la florida. wa7d ri7 ma smawohsh darab texas w khrser bzaf fal sa7el dyal khlij l-mirikan.","The United States was affected by four tropical cyclones in 1987 , of which three struck Florida . The unnamed tropical storm struck Texas and affected much of the Gulf Coast of the United States .",تأثرت الولايات المتحدة بأربعة أعاصير استوائية في عام 1987، ضرب ثلاثة منها فلوريدا. ضربت العاصفة الاستوائية غير المسماة تكساس وأثرت على جزء كبير من ساحل الخليج في الولايات المتحدة.,25,GENERATED
data52360,DATA_16928,B,كوميت 4 سي: هاد النسخة كانت فيها الجناوح ديال كوميت 4 و الفيسيلاج الطويل ديال 4 بي؛ تصاوبو منها 23.,Comet 4C: Had nneskha kanet fiha ljnaw7 dyal Comet 4 o lvisillage ttwil dyal 4B; tsawbo mnha 23.,Comet 4C : This variant featured the Comet 4 's wings and the 4B 's longer fuselage ; 23 were produced .,المذنب 4C: تميز هذا الطراز بأجنحة المذنب 4 وجسمه الأطول من الطراز 4B؛ وقد أُنتج منه 23 وحدة.,22,GENERATED
data52361,DATA_21913,B,"بزاف ديال كتاب ""اقتصاد النبات"" كيهضر على المعادن و الاستعمال ديالها. مثلاً، داروين كيوصف القدرة الكبيرة ديال الماكنة البخارية على التعدين:","bzzaf dyal ktab ""iqtisad nnabat"" kayhdru 3la lma3adin w l'isti3mal dyalha. mtalan, darwin kaywssaf lqudra lkbira dyal lmakina lbukhariya 3la tta3din:","Much of The Economy of Vegetation deals with mining and the use of minerals . For example , Darwin describes the great mining capability of the steam engine :","يتناول جزء كبير من كتاب ""اقتصاد النبات"" التعدين واستخدام المعادن. على سبيل المثال، يصف داروين القدرة التعدينية الهائلة للمحرك البخاري:",29,GENERATED
data52362,WIKI_C_11717,C,الطريق ديال كا 143 تحدد المسار ديالو بين 1970 و 1971 بحال يو إس 81 ألتيرناتيف. الترقيم تبدل لكا 143 بين 1981 و 1983.,triq dyal ka 143 t7dd lmsar dyalo bin 1970 w 1971 b7al US 81 alternative. tr9im tbdl l ka 143 bin 1981 w 1983.,K @-@ 143 's route was established between 1970 and 1971 as US @-@ 81 Alternate . The numbering was changed to K @-@ 143 between 1981 and 1983 .,تأسس مسار الطريق السريع رقم 143 بين عامي 1970 و1971 بصفته الطريق السريع البديل رقم 81 بالولايات المتحدة. تم تغيير الترقيم إلى الطريق السريع رقم 143 بين عامي 1981 و1983.,24,GENERATED
data52363,DATA_10692,A,مانضنش غادي يركب فداك الموتور,mandench ghadi yrkeb fdak lmotor,I dont think he will sit on his motobike,لا أعتقد أنه سيجلس على دراجته النارية,9,PARTIALLY VALIDATED
data52364,WIKI_C_10187,C,هاذ الطابلو اللي جاي فيه التقاطعات الكبيرة اللي كاينة في الطريق السيار 130، كيفما قالات وزارة النقل ديال أونتاريو. الطريق كلها كاينة في مقاطعة ثاندر باي.,"had ettablo lli jay fih ettaqatu3at lekbirat lli kaynin fit tariq essiyar 130, kif ma qalat wizarat ennaql dyal ontario. et tariq kolha kayna f moqata3t thunder bay.","The following table lists the major junctions along Highway 130 , as noted by the Ministry of Transportation of Ontario . The entire route is located in Thunder Bay District .",يسرد الجدول التالي التقاطعات الرئيسية على طول الطريق السريع 130، كما لاحظتها وزارة النقل في أونتاريو. يقع المسار بأكمله في مقاطعة ثاندر باي.,26,GENERATED
data52365,DATA_17769,B,بزاف ديال الناس في المقاطعات الشمالية الغربية كانوا كايآمنوا بلي فورت سميث غادي تربح حيت ديجا كانت فيها الخدمة المدنية ديال المقاطعات.,bzzaf dyal nass fi lmuqata'at shshimaliya lgharbiyya kanu kayamnu belli fort smith ghadi تربح hit dija kanet fiha lkhidma lmadaniya dyal lmuqata'at.,Many people in the Northwest Territories believed that Fort Smith would win since it already housed the Territories ' civil service .,اعتقد الكثير من الناس في الأقاليم الشمالية الغربية أن فورت سميث ستفوز بما أنها كانت تضم بالفعل الخدمة المدنية للأقاليم.,22,GENERATED
data52366,WIKI_C_10974,C,فواحد التغيير على جيزيل التقليدية، فريديريك فرانكلين عاود دار الباليه ف 1984 تحت عنوان كريول جيزيل لفرقة دانس ثييتر أوف هارلم. هاد النسخة دارت الباليه وسط الكريول والأمريكيين الأفارقة ف لويزيانا فالتمنينات ديال القرن تسعطاش.,"f wa7d tghyir 3la gisele t9lidiya, frederic franklin 3awd dar lballe f 1984 ta7t 3nwan creole gisele lfr9t dance theatre of harlem. had lneskha dar lballe wast lcreole w l2amrikiyin l2afari9a f louisiana fltmninat dyal l9rn t9s7ach.","In a departure from the traditional Giselle , Frederic Franklin restaged the ballet in 1984 as Creole Giselle for the Dance Theatre of Harlem . This adaptation set the ballet among the Creoles and African Americans in 1840s Louisiana .","في خروج عن مسرحية جيزيل التقليدية، أعاد فريدريك فرانكلين تقديم الباليه عام 1984 باسم ""جيزيل الكريول"" لفرقة مسرح الرقص لهارلم. وضعت هذه النسخة المعدلة الباليه بين الكريول والأمريكيين الأفارقة في لويزيانا في أربعينيات القرن التاسع عشر.",35,GENERATED
data52367,WIKI_C_08831,C,كلارك عضو فالمجالس الاستشارية ديال مؤسسة Global Panel و شبكة الأمن القومي. و هو رئيس ديال رودمان & رينشو، واحد البنك ديال الاستثمار فنيويورك، و Growth Energy.,"klark 3do f lmjslis l'istishariyya dyal mo2assast global panel w shabakat l'amn l9awmi. w huwa ra2is dyal rodman & renshaw, wa7d lbank dyal l'istithmar f new york, w growth energy.","Clark serves on the Advisory Boards of the Global Panel Foundation and the National Security Network . He also chairman of Rodman & Renshaw , a New York investment bank , and Growth Energy .",يشغل كلارك عضوية المجالس الاستشارية لمؤسسة اللوحة العالمية وشبكة الأمن القومي. كما يرأس مجلس إدارة شركة رودمان ورينشو، وهي بنك استثماري في نيويورك، وشركة جروث إنرجي.,27,GENERATED
data52368,DATA_0278,A,لخير واحد يوصل يمتّع.,li-khir wa7ed yوصol yomti3.,last one there has to pay,آخر واحد يصل عليه أن يدفع.,6,PARTIALLY VALIDATED
data52369,DATA_23757,B,روجر مور فدور جيمس بوند: واحد العميل بريطاني كيتصيفط فمهمة باش يحقق فقتل تلاتة ديال العملاء صحابو.,Roger Moore f دور James Bond: wa7ed l3amil britani kaytsayfet f muhimma bash y7aqeq f qtel tlata dyal l3omala s7abo.,Roger Moore as James Bond : A British agent who is sent on a mission to investigate the murder of three fellow agents .,روجر مور في دور جيمس بوند: عميل بريطاني يُرسل في مهمة للتحقيق في مقتل ثلاثة عملاء زملائه.,24,GENERATED
data52370,WIKI_C_02575,C,"من بعد ما سالات السيرة الذاتية ديالها، مورتون سافرات لإيران، و في عام 1940 خرجات كتاب على البلاد و الوقت اللي دوزات تما سماتو ""عطلة ديال الطبيب في إيران"".","mn b3d ma salat sirt-ha d-datiya, morton safret l-iran, w f 3am 1940 khrjat ktab 3la l-blad w l-waqt li dazet ttma smato ""3otlat dyal tbib f iran"".","After finishing her autobiography , Morton travelled to Iran , and in 1940 published a book on the country and her time there titled A Doctor 's Holiday in Iran .","بعد الانتهاء من سيرتها الذاتية، سافرت مورتون إلى إيران، وفي عام 1940 نشرت كتابًا عن البلاد ووقتها هناك بعنوان ""عطلة طبيب في إيران"".",29,GENERATED
data52371,WIKI_C_01720,C,واحد الكلاص آخور ديال الفيتوهورمونات هوما الجاسمونات، اللي تعزلوا أول مرة من الزيت ديال <unk> grandiflorum اللي كايتحكمو ف تفاعل الجروح عند النباتات عن طريق فك التعبير على الجينات اللي ضرورية ف ردة الفعل المكتسبة الجهازية ضد هجوم الجراثيم.,"wa7ed lkلاص a5or dyal lphytohormonat homa ljasmonat, li ta3azlo awl marra men zayt <unk> grandiflorum li kayt7akmo f tafaa3ol ljro7 3nd nbatat 3nd tariq fak t3bir 3la ljinat li darouriya f raddat lfa3l lmaktaba lijhaziya d-d hadom dyal ljaratim.","Another class of phytohormones is the jasmonates , first isolated from the oil of <unk> grandiflorum which regulates wound responses in plants by unblocking the expression of genes required in the systemic acquired resistance response to pathogen attack .",وهناك فئة أخرى من الفيتوهرمونات وهي الياسمونات، التي تم عزلها لأول مرة من زيت <unk> grandiflorum، والتي تنظم استجابات الجروح في النباتات عن طريق إزالة انسداد التعبير عن الجينات المطلوبة في الاستجابة المكتسبة الجهازية ضد هجوم الممرضات.,39,GENERATED
data52372,WIKI_D_11285,D,"تّقنية ديال تّقسيم لكسري واحد طّريقة كاتزرب لبحت تّنائي على نفس لعنصر، سوا كان مطابق نيشان ولا تقريبا ف ""لكاتالوكَات"" (مجموعات ديال لعناصر مرتبين) اللي تابعين ل رؤوس ف لمبيانات. تّقلاب ف كل كاتالوك بوحدو كايتطلب","tqniya dyal tqsim lksri wa7d triqa katzrrb lb7t tthna2i 3la nafs l3onsor, swa kan mtaabiq nishan wala taqriban f ""lktalukat"" (mjmu3at dyal l3onsor mrtabtin) lli taba3in l ru2us f lmbyanat. Ttaqlab f kol ktaluk bu7do kaytlb","Fractional cascading is a technique that speeds up binary searches for the same element for both exact and approximate matching in "" catalogs "" ( arrays of sorted elements ) associated with vertices in graphs . Searching each catalog separately requires","التتالي الكسري هو تقنية تسرّع البحث الثنائي عن نفس العنصر لكل من المطابقة التامة والتقريبية في ""الفهارس"" (مصفوفات العناصر المرتبة) المرتبطة بالرؤوس في الرسوم البيانية. البحث في كل فهرس على حدة يتطلب",36,GENERATED
data52373,WIKI_C_01279,C,حتى واحد فينا ما حشم الراية ولا خدمتو. خايبة نرجعو للبلاد و يعيطو لينا هاربين و خونة. حنا نفس الرجال اللي كنا في الجبهة د فرنسا.,7tta wa7ed fina ma 7chem lraya wala khdemto. khayba nرجعو lbled w y3eyto lina harpīn w khonet. 7na nafs rjal li kenna f l jebha d frança.,Not one man of us ever disgraced the flag or his service . It is bitter to come home and be called deserters and traitors . We are the same men who were on the French front .,لم يهِنْ أحدٌ منا العلمَ أو خدمته قط. إنه لأمرٌ مريرٌ أن نعود إلى الوطن ويُطلق علينا اسم الهاربين والخونة. نحن الرجال أنفسهم الذين كانوا في الجبهة الفرنسية.,26,GENERATED
