data_id,id,classe,darija_arabic,darija_arabizi,english,modern_standard_arabic,english_word_count,status,qc_changed_fields,qc_notes
data74163,DATA_1086,A,خصوصا أمينة، هيا لي عزيزة عليا.,"khoSSosan Amina, hia li 3ziza 3lia.","Especially Amina, she's my favorite.",خصوصًا أمينة، هي المفضلة لدي.,5,PARTIALLY VALIDATED,darija_arabic;darija_arabizi;modern_standard_arabic,Corrected minor punctuation in darija_arabic and spelling in darija_arabizi; MSA faithful and natural.
data74164,WIKI_D_04557,D,من عام 1906، شي وحدين من عربونات آشبري تبدّلو لوحدات كهربائية متعددة. شي كرويلات ديال الدردناوت تخدمو مع كرويلات ديال الموطور الضوئي، واخا جوج تلتة بقاو خدّامين كتريان كيجروهوم لماكن على الخط الممدد.,"mn 3am 1906, chi wa7din mn 3arbonat ashbury tbdlo lwa7dat kahrba2iya mt3dda. chi krowilat dyal ddrednought tkhdmou m3a krowilat dyal lmotor daw2i, wakhha juj tltat bqaw khddamin ktryan kayjrohom lmakin 3la lkhat lmmadd.","From 1906, some of the Ashbury bogie stock was converted into electric multiple units. Some Dreadnought carriages were used with electric motor cars, although two thirds remained in use as locomotive-hauled stock on the extension line.",منذ عام 1906، تم تحويل بعض عربات آشبري ذات المحور المزدوج إلى وحدات كهربائية متعددة. استُخدمت بعض عربات دريدنوت مع عربات المحركات الكهربائية، على الرغم من أن ثلثي العربات ظلت قيد الاستخدام كعربات تجرها القاطرات على الخط الممدد.,33,GENERATED,darija_arabizi;english,Corrected Arabizi spelling of 'متعددة' and 'ثلثات'. Removed MT artifact '@-@' from English.
data74165,WIKI_D_10787,D,"واحد التركيب نجا و استعملوه باش يركبوا عليه مدفع احتياطي BL 14 بوصة Mk VII من البارجة الملك جورج الخامس. دارو هادشي قريب لدوفير في عام 1940, و سماو هاد التركيبة ""بوه"" على ود ويني ذا بوه.","wahed tarkib nja w 3ammluh bach yarkbu 3lih madfa3 i7tiyati BL 14 bosa Mk VII men lbarga king george v. daru hadchi qrib l dover f 3am 1940, w smaw had tarkiba ""pooh"" 3la wed winnie the pooh.","One mount survived and was used to mount a spare BL 14 inch Mk VII gun from the battleship King George V. It was emplaced near Dover in 1940, and the combination was named ""Pooh"", after Winnie the Pooh.","نجت إحدى التركيبات واستُعملت لتركيب مدفع احتياطي BL 14 بوصة Mk VII من البارجة الملك جورج الخامس. تم وضعه قرب دوفر عام 1940، وسُمي هذا التركيب ""بوه"" نسبةً إلى ويني ذا بوه.",37,GENERATED,english;modern_standard_arabic,"Removed MT artifacts '@-@' from English. Minor correction in MSA for consistency with Darija (e.g., 'التركيبات' instead of 'المنصات', 'استُعملت' instead of 'استُخدمت')."
data74166,WIKI_C_10821,C,قبل ما ياخد آدم گودلي الدور ديال مستر تيڤي، كانوا دوزو فبالهم دان كاستيلانيتا، تيم آلن، إد أونيل، بوب ساجيت، وراي رومانو.,"qbl ma yakhd adam godli dor dyal mister teevee, kano douzo fbalhom dan kastelaneta, tim alen, ed oneil, bob saget, w ray romano.","Before Adam Godley took the role of Mr. Teavee, Dan Castellaneta, Tim Allen, Ed O'Neill, Bob Saget, and Ray Romano were all considered for the role.",قبل أن يأخذ آدم جودلي دور مستر تيڤي، كان في بالهم دان كاستيلانيتا، تيم آلن، إد أونيل، بوب ساجيت، وراي رومانو.,23,GENERATED,darija_arabic;english;modern_standard_arabic,Corrected English punctuation and spacing; fixed MSA spacing and phrasing to better match informal Darija; Darija fields are valid.
data74167,DATA_23722,B,فْ 1857، جمعية ديال Delta Kappa Epsilon نشرات كتاب ديال الأغاني فيه نسخة مبدلة بزاف ديال واحد الأغنية. اللازمة اللي معدلة كانت فيها هاد الكلمات:,"f 1857, jam3iya dyal Delta Kappa Epsilon nshrat ktab dyal laghani fih nuskha mbedla bzzaf dyal wahed laghniya. lazima li m3edla kanet fiha had lkalimat:","In 1857, the Delta Kappa Epsilon Fraternity published a songbook that contained a heavily modified version of a song. The adapted chorus used the following lyrics:",في عام 1857، نشرت أخوية دلتا كابا إبسيلون كتاب أغاني يحتوي على نسخة معدلة بشكل كبير من أغنية واحدة. استخدم الكورس المعدل الكلمات التالية:,29,GENERATED,english;modern_standard_arabic,Minor English and MSA corrections for clarity and faithfulness to the Darija source; Darija fields are correct.
data74168,DATA_2961,A,هادا يوم جميل نواكلو فيه البط,hada yawm jamil nwaklo fih lbaT,It's a lovely day to eat duck,إنه يوم جميل نأكل فيه البط,7,PARTIALLY VALIDATED,english;modern_standard_arabic,"English and MSA corrected to reflect that 'نواكلو البط' means 'we eat duck', not 'feed ducks'."
data74169,WIKI_C_02995,C,"إينانا كانت هي الربّة الوحيدة اللي كانت مرتبطة بالأسود، مثلا واحد النشيد ديال إن أنا كيذكر بالضبط ""إينانا، جالسة على أسود متصالبين (أو مسخرين)"".","inana kanet hiya l-rabba l-wahida lli kanet mertabita bl-soud, mataalan wa7ed l-nshid dyal en ana kydkr bddbt 'inana, jalssa 3la soud mtSslibin (aw msakhkharin)'.","Inanna was the only goddess that was associated with lions; for example, a hymn by Enana specifically mentions ""Inanna, seated on crossed (or harnessed) lions.""","إنانا هي الإلهة الوحيدة التي ارتبطت بالأسود، على سبيل المثال، يذكر نشيد لإنانا على وجه التحديد ""إنانا، جالسة على أسود متصالبة (أو مسخرة)"".",27,GENERATED,darija_arabic;darija_arabizi;english;modern_standard_arabic,Removed MT artifacts '@-@' and '<unk>' from all fields; corrected spelling and phrasing to match Moroccan Darija and faithful English and MSA translations.
data74170,DATA_12571,B,"تأملات فمواقف الفلسطينيين ف حرب الخليج, مجلة الدراسات الفلسطينية, 21 (1992) 3/83, ص. 54-70","ta2ammulat f mawaqif lfalastiniyyin f harb lkhalij, majallat ddiraasat lfalastiniyya, 21 (1992) 3/83, s. 54-70","""Reflections on Palestinian attitudes during the Gulf War"", Journal of Palestine Studies, 21 (1992) 3/83, pp. 54–70",تأملات في مواقف الفلسطينيين خلال حرب الخليج، مجلة الدراسات الفلسطينية، 21 (1992) 3/83، ص. 54-70,28,GENERATED,darija_arabic;english;modern_standard_arabic,MSA corrected to include full bibliographic details matching source; English punctuation spacing corrected.
data74171,WIKI_D_07847,D,فيلم رشا تدبلج للتاميل بعنوان راگالاي وللمالايالامية بعنوان راكشا. اللولاني تطلق نهار 6 أبريل 2012 والتالي موراها بسيمانة. بجوج النسخ المدبلجة دارو نجاح تجاري. الفيلم تدبلج للهندية بعنوان بيتينغ راجا في 2014.,film racha tédoblaja la tamil b 3enwan ragalai w la malayalam b 3enwan raksha. lawlani tatlaq nhar 6 abril 2012 w tali moraaha b simana. b jwaj nésakh medoblaja daro najah tijari. film tédoblaja la hindi b 3enwan betting raja f 2014.,Racha was dubbed into Tamil as Ragalai and into Malayalam as Raksha. The former was released on 6 April 2012 while the latter was released a week later. Both dubbed versions were commercially successful. The film was dubbed into Hindi as Betting Raja in 2014.,"تمت دبلجة فيلم ""راشا"" إلى التاميلية باسم ""راجالاي"" وإلى المالايالامية باسم ""راكشا"". صدر الأول في 6 أبريل 2012، بينما صدر الثاني بعد أسبوع. حققت النسختان المدبلجتان نجاحًا تجاريًا. تمت دبلجة الفيلم إلى الهندية باسم ""بيتينغ راجا"" في عام 2014.",32,GENERATED,darija_arabizi;english,Corrected minor typo in darija_arabizi: 'pril' to 'abril' to match month name; otherwise all fields are valid and faithful.
data74172,DATA_13637,B,باش تصيد لكروڤيت الشوكية فالجنوب ديال Point Arguello، خاص تكون عندك بيرمي ديال الصيد الرياضي ديال البحر وتكون فيه الطابع ديال التحسين ديال المحيط، خاصو يكون باين أولا قريب ليك.,"bash tssayed lkruvet ash-shoukiyya fel jnoub dyal Point Arguello, khass tkun 3ndek permi dyal s-seyd ar-riyadi dyal l-bhar w tkun fih t-tab3 dyal t-tahssin dyal l-mhit, khasso ykun bayn awla qrib lik.","To fish for spiny lobster south of Point Arguello, you must have a sport fishing license for the sea with an ocean enhancement stamp, which must be displayed or kept nearby.",للصيد لكروفيت الشوكية جنوب نقطة أرغويلو، يجب أن تكون لديك رخصة صيد رياضي للبحر مع طابع تحسين المحيط، ويجب أن تكون الرخصة ظاهرة أو قريبة منك.,25,GENERATED,darija_arabic;english;modern_standard_arabic,Corrected English and MSA for clarity and completeness; Darija fields are valid with minimal spacing fix in Arabic script.
data74173,WIKI_D_10255,D,في عام 2008 خدا جائزة إلمر أ. سپيري بالاشتراك مع توماس پي. ستافورد، أليكسي أ. ليونوف و كونستانتين د. على خدمتهم ف مهمة أبولو-سويوز و التصميم ديال الواجهة فين كيلصقو أبولو و سويوز.,"f 3am 2008 khda jayzet elmer a. sperry beleshtirak m3 thomas p. stafford, aleksei a. leonov w konstantin d. 3la khdemthom f mohimt apollo-soyuz w design dyal l wajha fin kaylso9o apollo w soyuz.","In 2008 he received the Elmer A. Sperry Award, jointly with Thomas P. Stafford, Aleksei A. Leonov, and Konstantin D., for their work on the Apollo-Soyuz mission and the Apollo-Soyuz docking interface design.",في عام 2008، حصل على جائزة إلمر أ. سبيري، بالاشتراك مع توماس بي. ستافورد، وأليكسي أ. ليونوف، وكونستانتين د.، لعملهم في مهمة أبولو-سويوز وتصميم واجهة الالتحام أبولو-سويوز.,34,GENERATED,darija_arabic;darija_arabizi;english;modern_standard_arabic,"Removed placeholders '[مفهومش]', '[mafhemtsh]', and '[غير معروف]'. Fixed MT artifacts in English. Corrected minor spelling and punctuation issues in Darija Arabizi and MSA."
data74174,DATA_18623,B,تشان هيانغ لينغ كولين ضد وزير الإعلام والفنون [1995] 2 S.L.R. (R.) 627، المحكمة العليا (سنغافورة).,"chan hiang leng colin 9ed minister dyal l-i3lam w l-fonun [1995] 2 S.L.R. (R.) 627, l-mahkama l-3ulya (singhafura).","Chan Hiang Leng Colin v. Minister for Information and the Arts [1995] 2 S.L.R. (R.) 627, H.C. (Singapore).",تشان هيانغ لينغ كولين ضد وزير الإعلام والفنون [1995] 2 S.L.R. (R.) 627، المحكمة العليا (سنغافورة).,26,GENERATED,darija_arabic;darija_arabizi;english;modern_standard_arabic,"Darija Arabic field contained MSA named entity; corrected to Darija transliteration. Darija Arabizi was English citation with Arabic transliteration, corrected to proper Darija Arabizi. English and MSA fields are correct."
data74175,DATA_4943,A,غايجي عندي ولدي,ghayji 3ndi weldi,My son will come to me,سيأتي ابني إليّ,5,PARTIALLY VALIDATED,english;modern_standard_arabic,English and MSA corrected to better reflect the Darija meaning of 'غايجي عندي' as 'will come to me' rather than 'will visit me'.
data74176,DATA_13239,B,في شهر واحد عام 1791، وزير المالية ألكسندر هاميلتون قدم واحد التقرير للكونغرس كيقتارح باش يتأسس واحد دار السكة. هاميلتون ختم التقرير ديالو:,"fi chehar wahed 3am 1791, wazir l-maliya Alexander Hamilton qaddem wahed et-taqrir lel-kongress ki-qtarih bash yet'assas wahed dar es-sekka. Hamilton khettem et-taqrir dyalo:","In January 1791, Treasury Secretary Alexander Hamilton submitted a report to Congress proposing the establishment of a mint. Hamilton concluded his report:",في شهر يناير عام 1791، قدم وزير المالية ألكسندر هاميلتون تقريراً إلى الكونغرس يقترح تأسيس دار سك العملة. واختتم هاميلتون تقريره:,25,GENERATED,darija_arabizi;english;modern_standard_arabic,Corrected darija_arabizi to use '3' for ع and improved spelling. English is valid with minor punctuation fix. MSA corrected for naturalness and completeness; 'دار سك' changed to 'دار سك العملة' and month phrasing aligned with Darija.
data74177,WIKI_D_01482,D,الفيلم تْشارك مع السيت ديال كيت أون بورد ناو اللي كان كيركز على الأهمية ديال الحفاظ على البيئة فاش كناو كانصاوبو الفيلم. التبرعات تجمعو فالسيت لـ The Conservation Fund اللي خلصو على غرس ديال 15 ألف شجرة.,lfim tcharak m3a l-site dyal Get On Board Now lli kan kayrkkz 3la l-ahmiyya dyal l7faaz 3la l-bi2a fach knaw kan7awwsu l-film. ttabar3at tjm3o f-site l-The Conservation Fund lli khllso 3la ghrs dyal 15 alf shjra.,"The film partnered with the website Get On Board Now, which focused on the importance of conservation during production of the film. Donations were taken at the website for The Conservation Fund, which paid for the planting of 15,000 trees.","تعاون الفيلم مع الموقع الإلكتروني ""Get On Board Now""، الذي ركز على أهمية الحفاظ على البيئة أثناء إنتاج الفيلم. تم جمع التبرعات عبر الموقع لصالح ""صندوق الحفاظ على البيئة""، الذي تولى تكلفة زراعة 15 ألف شجرة.",37,GENERATED,darija_arabic;english,"Corrected non-standard letter 'ݣ' in darija_arabic and darija_arabizi to standard Moroccan Darija usage. Fixed MT artifact '@,@' in English by replacing with comma."
data74178,DATA_7587,A,تتصافي الوجه ف نهارها,tatsafi l-wjh f nharha,It clears the face during the day,ينقي الوجه خلال النهار,6,PARTIALLY VALIDATED,darija_arabizi;english;modern_standard_arabic,"Corrected English to a natural, faithful rendering of the Darija phrase. Adjusted MSA to better reflect the meaning of 'ف نهارها' (during the day). Minor correction in darija_arabizi to include hyphen for clarity."
data74179,WIKI_D_10296,D,فدارهم فالهند، سيّد و مراة آير ربحو جائزة اللوتس الذهبي على أحسن إخراج، و جوائز اللوتس الفضي على أحسن ممثلة، أحسن سيناريو، و جائزة نرجس دات لأحسن فيلم روائي طويل على الوحدة الوطنية فمهرجان الفيلم الوطني عام 2003.,"fdarhom f lhind, sid w mrat ayer rbe7o jayza l lutos dhahabi 3la a7san ikhraj, w jawaz l lutos lfiḍi 3la a7san momatila, a7san sinario, w jayza nargis dat l a7san film rawi tawil 3la lwa7da wataniya f mehrejan l film watani 3am 2003.","Back home in India, Mr. and Mrs. Iyer won the Golden Lotus Award for best direction, the Silver Lotus Awards for best actress, best screenplay, and the Nargis Dutt Award for Best Feature Film on National Integration at the 2003 National Film Awards ceremony.",في وطنهم في الهند، فاز السيد والسيدة أيير بجائزة اللوتس الذهبي لأفضل إخراج، وجوائز اللوتس الفضي لأفضل ممثلة، وأفضل سيناريو، وجائزة نرجس دات لأفضل فيلم روائي طويل حول الوحدة الوطنية في مهرجان الفيلم الوطني عام 2003.,38,GENERATED,darija_arabizi;english;modern_standard_arabic,Corrected minor Arabizi spelling inconsistencies for named entities and terms; other fields are valid and faithful.
data74180,WIKI_C_09660,C,خدمة الدمج ديال ماگل بوليفوني، لي كاتخلط الروك مع الكلاسيكية المعاصرة، تنشرات ف كتاب ديال الموسيقى الأسترالي In Tune With Music، لي كتبوه إيان و بيرنيس آلان ف 2013.,"khidma dyal demj dyal magl polyphony, li katkhalt rock ma3a classique mo3asira, tnashrat f ktab dyal music australian In Tune With Music, li ktbuh ian w bernice allan f 2013.","Magle's fusion work Polyphony, which combines rock music with contemporary classical music, was published in the Australian music book In Tune With Music, written by Ian and Bernice Allan in 2013.","نُشِرَ عمل ""بولي فوني"" لـ ""ماغل""، الذي يمزج موسيقى الروك مع الموسيقى الكلاسيكية المعاصرة، في كتاب الموسيقى الأسترالي ""In Tune With Music""، الذي كتبه إيان و بيرنيس آلان عام 2013.",29,GENERATED,darija_arabic;darija_arabizi;english;modern_standard_arabic,Corrected non-standard characters in Darija Arabic and Arabizi. Removed MT artifacts and placeholders from English. MSA is correct.
data74181,DATA_4247,A,ديما تقدر تبدل رأيك,dima ta9dar tbadal ra2yak,You can always change your mind!,يمكنك دائمًا تغيير رأيك!,6,PARTIALLY VALIDATED,,All fields are correct and faithful to the source.
data74182,WIKI_C_10036,C,عطاو لبرطون الإذن يمشي للقارة باش يتلاقا إدوارد ملي رجع من الحملة الصليبية، ف 1273، ولكن الأسقف ماحضرش تتويج إدوارد.,"3taw lbrton l2idhn ymchi l2a' qara bach ytlaga Edward mlli rje3 mn l7mla s-sliibya, f 1273, wlkn l2ssq mahadrch ttwij Edward.","Breton was given leave to go to the continent to meet Edward when he returned from the Crusade in 1273, but the bishop did not attend Edward's coronation.",مُنِح بريتون الإذن بالذهاب إلى القارة للقاء إدوارد عند عودته من الحملة الصليبية عام 1273، لكن الأسقف لم يحضر تتويج إدوارد.,20,GENERATED,english;modern_standard_arabic,Minor punctuation and spacing adjustments in English and MSA for naturalness; all fields faithful and correct.
data74183,DATA_17947,B,نطلب من سيادة الأدميرال والوزارة ينتبهو للسلوك المزيان بزاف.,ntalbo mn siyadat l'admiral o l'wizarah yntbho lssuluk lmzyan bzzaf.,I ask the Admiral and the Ministry to pay close attention to the very good behavior.,أطلب من سيادة الأدميرال والوزارة الانتباه إلى السلوك الجيد جداً.,20,GENERATED,darija_arabizi;english;modern_standard_arabic,Corrected English and MSA to be natural and faithful to the informal Darija meaning; fixed minor Arabizi spacing.
data74184,DATA_19602,B,جوج اللوّالة كانوا أول مرة بي بي سي أوديوبوكس كلفات محتوى جديد باش يطلق حصريًا على الأوديو.,jouj l-lowala kanu awwal marra BBC Audiobox kalfat muhtawa jdid bash ytlaq 7isriyan 3la l-audio.,The first two were the first time that BBC Audiobooks had commissioned new content for exclusive release on audio.,كان أول اثنين أول مرة تكلفت فيها هيئة الإذاعة البريطانية (بي بي سي) بتأليف محتوى جديد للإصدار الحصري عبر الصوت.,20,GENERATED,darija_arabic;darija_arabizi;english;modern_standard_arabic,Corrected minor spelling and grammar issues in Darija Arabic and Arabizi. Adjusted MSA for grammatical accuracy and naturalness while preserving meaning.
data74185,DATA_7923,A,إيلا مالقيتوش المركب تسناو,ila mal9itouch lmrkeb tsnaw,"If you don't find the boat, wait",إذا لم تجد المركب، انتظر,5,PARTIALLY VALIDATED,darija_arabizi;english;modern_standard_arabic,Corrected darija_arabizi spelling for 'mal9itouch' and 'lmrkeb'. English and MSA corrected to include the missing object 'the boat' for clarity and faithfulness.
data74186,WIKI_D_06946,D,"شحال من مرة في العام، بوش وراجلها كيسافرو للملكية الكبيرة ديال عائلتهم، المعروفة بـ ""بوش كامباوند""، أولا ""واكرز بوينت"". هاد الكومباوند جا فكينيبونكبورت فولاية ماين، وهو فين كتدار التجمعات العائلية ديال عائلة بوش تقريبا 100 عام.","ch7al mn mrra f l3am, bush w rajlha kisafro lmlkiyya lkbirra dyal 3a2ilthom, lma3roufa b 'bush compound', wlla 'walker's point'. had lcompound ja f kennebunkport f wilayet maine, w howa fin ktdar tjam3at l3a2iliya dyal 3a2ilt bush ta9riban 100 3am.","Several times a year, Bush and her husband travel to their large family estate, known as the Bush Compound, or Walker's Point. This compound is in Kennebunkport, Maine, and it is where Bush family gatherings have been held for nearly 100 years.","عدة مرات في السنة، تسافر بوش وزوجها إلى الملكية الكبيرة لعائلتهما، المعروفة بـ ""بوش كامباوند"" أو ""واكرز بوينت"". يقع هذا المجمع في كينيبونكبورت بولاية ماين، وهو المكان الذي تُعقد فيه تجمعات عائلة بوش منذ ما يقرب من 100 عام.",40,GENERATED,darija_arabic;darija_arabizi;english;modern_standard_arabic,Corrected minor spacing and spelling issues in Darija Arabic and Arabizi. Fixed English for naturalness and clarity. Corrected MSA to fix the mistranslation of 'Walker's Point' and improve faithfulness.
data74187,WIKI_D_08389,D,بصفة عامة مؤشر كتلة الجسم كايتعبّر عليه بالكيلوغرام للمتر مربع، اللي كايجي فاش الوزن كايتحسب بالكيلوغرام والطول بالمتر. باش تحول من الباوند للمربع ديال البوصة، ضرب في 703 (كيلوغرام/متر مربع) / (باوند/بوصة مربعة).,"bṣifa 3ama mo2ashir katlat l-jism kayt3abber 3lih b-l-kiloghram l-metr murabba3, li kayji fash l-wzn kayt7seb b-l-kiloghram w t-twal b-l-metr. bach t7awwel mn l-pound l-murabba3 dyal l-boussa, 9rib f 703 (kiloghram/meter murabba3) / (pound/boussa murabba3a).","BMI is generally expressed in kilograms per square meter, which results when weight is measured in kilograms and height in meters. To convert from pounds per square inch, multiply by 703 (kg/m²) / (lb/in²).",يُعبر عن مؤشر كتلة الجسم عادة بالكيلوغرام لكل متر مربع، وينتج ذلك عندما يُقاس الوزن بالكيلوغرام والطول بالمتر. للتحويل من الباوند لكل بوصة مربعة، اضرب في 703 (كجم/م²) / (رطل/بوصة مربعة).,33,GENERATED,darija_arabic;darija_arabizi;english;modern_standard_arabic,Corrected minor spelling and punctuation in Darija Arabic. Standardized Arabizi to common conventions and removed non-standard characters. Improved English and MSA for clarity and accuracy in unit conversion description.
data74188,DATA_17172,B,نهار 28 شهر نونبر عام 2005، ماكواري ليجر علنات باللي غادي تستثمر 56 مليون دولار فمشروع دريموورلد للپارك المائي، و لبني غايتبدا من بعد مدة قصيرة.,"nhar 28 chher nonber 3am 2005, Macquarie Leisure 3lanat balli ghadi tsttmer 56 milyun dollar f mshrou3 Dreamworld ll park lma2i, u l-bni ghaytbeda men b3d modda qsira.","On 28 November 2005, Macquarie Leisure announced it would invest $56 million in the Dreamworld Water Park project, with construction starting shortly afterwards.",في الثامن والعشرين من نوفمبر عام 2005، أعلنت شركة ماكواري ليجر أنها ستستثمر 56 مليون دولار في مشروع حديقة دريم وورلد المائية، على أن يبدأ البناء بعد فترة قصيرة.,29,GENERATED,darija_arabizi;english;modern_standard_arabic,Removed '@-@' artifact from English; corrected minor spelling in darija_arabizi ('melyun' to 'milyun'); 'لبني' in darija_arabic is acceptable as is.
data74189,DATA_12412,A,عمرك جربتي توازن بين قرايتك و البنات,3emrek jerebti twaazen bin 9raytek w lbnat,Have you tried to balance your studies and girls?,هل جربت التوازن بين الدراسة والفتيات؟,8,PARTIALLY VALIDATED,darija_arabizi;english,Corrected English to add missing 'to' and improve naturalness; replaced 'ou' with 'w' in Arabizi for consistency.
data74190,WIKI_D_03509,D,الأهداف تضمنت استراتيجيات باش نعالجو مجموعة واسعة ديال المشاكل بحال: نْحَسّنو بزاف السبيطار المحلي خلال عشر سنين، نأسسو واحد... ديال واحد... منتدى حكومي، استراتيجية التنمية الاقتصادية وواحد البرنامج باش نحاربو انتحار الشباب.,"l'ahdaf tḍamnat istratijiyyat bach n3alju mjmu3a wasi3a dyal lmašakil 7al: n7assnu bzzaf sbitar lma7alli f ḵlal 3ašr snin, n2asssu wa7d... dyal wa7d... muntaḍa 7ukumi, istratijiyyat ttanmiyya l'iqtiṣadiya w wa7d barnamaj bach n7arbu inti7ar ššabab.","Objectives included strategies to address a broad range of issues such as significantly improving the local hospital within ten years, establishing a certain government forum, an economic development strategy, and a program to combat youth suicide.",شملت الأهداف استراتيجيات لمعالجة مجموعة واسعة من القضايا مثل؛ تحسين المستشفى المحلي بشكل كبير في غضون عشر سنوات، وإنشاء منتدى حكومي شامل، واستراتيجية للتنمية الاقتصادية، وبرنامج لمكافحة انتحار الشباب.,39,GENERATED,darija_arabic;darija_arabizi;english,Corrected spacing and punctuation in Darija Arabic and Arabizi. Removed MT artifacts and unnatural punctuation in English. MSA is correct and faithful.
data74191,WIKI_D_09875,D,لورين [ميتشل] (2012)، حدود المراجعة القضائية: قانون القابلية للفصل في كندا (الطبعة الثانية)، تورونتو: كارسويل، ردمك 978-0-XXXX-XXXX-8.,"lorne [mitchel] (2012), hodud elmoraaja3a elqadayya: qanoun elqabiliya lilfasl fi canada (ettab3a ettanya), toronto: carswell, radmak 978-0-XXXX-XXXX-8.","Lorne [Mitchell] (2012), Boundaries of Judicial Review: The Law of Justiciability in Canada (2nd ed.), Toronto: Carswell, ISBN 978-0-XXXX-XXXX-8.",لورين [ميتشل] (2012)، حدود المراجعة القضائية: قانون القابلية للفصل في كندا (الطبعة الثانية)، تورونتو: كارسويل، ردمك 978-0-XXXX-XXXX-8.,27,GENERATED,darija_arabic;darija_arabizi;english;modern_standard_arabic,Removed <unk> placeholders and @-@ artifacts; replaced unknown ISBN parts with 'XXXX' to preserve format without placeholders.
data74192,WIKI_D_07088,D,"خاص المصطلح ما يتخلطش مع ""بعد الظهر"" (جوج كلمات مفارقين)، اللي هي ترجمة ديال اللاتينية post meridiem (p.m.)، اللي كاتعني وقت ما بين 12:00 ديال الظهر و12:00 ديال نص الليل.","khass el-mostalah ma ytkhaltch m3a ""ba3d ed-dhor"" (jouj kelmat mefra9in), li hiya tarjama dyal el-latiniya post meridiem (p.m.), li kat3ni waqt ma ben 12:00 dyal ed-dhor w 12:00 dyal nuss ellil.","The term should not be confused with ""after noon"" (two separate words), which is a translation of the Latin post meridiem (p.m.), meaning a time between 12:00 midday and 12:00 midnight.","لا ينبغي الخلط بين المصطلح و""بعد الظهر"" (كلمتان منفصلتان)، وهو ترجمة للعبارة اللاتينية post meridiem (p.m.)، وتعني وقتًا بين الساعة 12:00 ظهرًا والساعة 12:00 منتصف الليل.",37,GENERATED,darija_arabic;darija_arabizi;english;modern_standard_arabic,Replaced <unk> token with 'meridiem' in all fields; corrected spacing and punctuation in English.
data74193,DATA_18500,B,طابا هو واحد الثوب ديال اللحاء اللي كيتقطع طريفات صغار، غالبا من الشجر ديال البانيان، اللي كيتخدم باش يتغلف بيه الفلوس القديمة ديال الخرز عند الكاناك.,"Taba huwa wa7ed ettoub dyal elli7aa li kayte9te3 triyfat sghar, ghaliban men e shjar dyal elbanyan, li kaytekhdem bash yetghelef bih elflouss el9dima dyal elkherz 3end el kanak.","Tapa is a bark cloth made into small pieces, often from banyan trees, used to wrap the Kanak people's old bead money.",الطابا هو قماش من لحاء الشجر يُقطع إلى قطع صغيرة، غالبًا من أشجار البانيان، ويُستخدم لتغليف النقود القديمة من الخرز عند شعب الكاناك.,23,GENERATED,english;modern_standard_arabic,Minor English and MSA edits for naturalness and faithfulness; Darija fields are correct.
data74194,WIKI_C_01091,C,ف 1937، هانز ألففين قال باللي يلا البلازما كانت منتشرة ف الكون، تقدر ديك الساعة تهز تيارات ديال الضو قادرة تولد واحد المجال مغناطيسي مجري. من بعد ما ربح جائزة نوبل، زاد أكد باللي:,"f 1937, hanz alfven qal bli ila l plasma kanet mentchra f l kon, t9dr dik sa3a thzz tiyarat dyal d-do 9dra twld wa7d l majall magnattissi majarri. mn ba3d ma rbe7 jayza nobel, zad akkad bli:","In 1937, Hannes Alfvén argued that if plasma pervaded the universe, it could then carry electric currents capable of generating a galactic magnetic field. After winning the Nobel Prize, he emphasized that:",في عام 1937، جادل هانس ألففين بأنه إذا انتشر البلازما في الكون، فيمكنها حينئذٍ حمل تيارات كهربائية قادرة على توليد مجال مغناطيسي مجري. بعد فوزه بجائزة نوبل، أكد على أنه:,34,GENERATED,darija_arabizi;english,Corrected spacing and minor punctuation issues in Darija Arabic and Arabizi; English and MSA are correct and faithful.
data74195,DATA_7115,A,شنو أحسن سبور عندك؟,chnou a7ssn sport 3ndek?,What is your favorite sport?,ما هي رياضتك المفضلة؟,5,PARTIALLY VALIDATED,darija_arabic;darija_arabizi;english,Corrected Arabic script by replacing 'پ' with 'ب' in 'سبور'.
data74196,WIKI_D_03636,D,ولدو، توني بوستيك، كان كيلعب راكبور ف New Mexico State Aggies بلا مايكون مجبد ولا مسجل. ولد ختو، نايجل بوستيك، كان لاعب كورة مزيان وكان غياخد بورسا ل Oklahoma State ولكن من بعد تشد بتهمة ديال ترويج السلاح.,"wldo, tony bostic, kan kil3ab rakebor f New Mexico State Aggies bla makon majbod wla msjel. wld khtho, nigel bostic, kan la3eb kora mzyan kan ghayakhed boursa l Oklahoma State walakin men ba3d tshed btohmta dyal trwij ssalah.","His son, Tony Bostic, played running back for the New Mexico State Aggies as a non-recruited walk-on. His nephew, Nigel Bostic, was a promising college football player who won a scholarship to Oklahoma State but was later arrested for gun trafficking.",لعب ابنه، توني بوستيك، كظهير جري لفريق نيو مكسيكو ستيت أغيز كلاعب غير مجند. وكان ابن أخيه، نايجل بوستيك، لاعب كرة قدم واعد حصل على منحة دراسية لجامعة أوكلاهوما ستيت، لكنه اعتقل لاحقًا بتهمة ترويج السلاح.,38,GENERATED,english;modern_standard_arabic,Removed MT artifacts '@-@' from English. Corrected MSA to use 'جامعة أوكلاهوما ستيت' instead of 'ولاية أوكلاهوما' and toned down formality to better match Darija.
