"annotation_id","annotator","classe","corrected_darija_arabic","corrected_darija_arabizi","corrected_english","corrected_msa","created_at","darija_arabic","darija_arabizi","data_id","decision","english","english_word_count","final_comment","id","lead_time","modern_standard_arabic","status","updated_at" 
286,"1","A","آه، بنادم بزاف","ah, bnadm bzaf","Ah yes, that is a lot of people","آه نعم، هذا كثير من الناس","2026-03-20T13:29:51.557107Z","آه، بنادم بزاف","ah, bnadm bzaf","data52819","VALIDATED","Ah yes, that is a lot of people",8,"Both english and MSA were accurate","DATA_4400",12.753,"آه نعم، هذا كثير من الناس","PARTIALLY VALIDATED","2026-03-20T13:29:51.557247Z"
287,"1","D","الاختلافات ف النمط د المعمار بين المجمعات السكنية د النخبة والأنشطة اللي كانت كدار فيهم، كتدل على أن الأرستقراطية د موتول دي سان خوسيه كانت مقسومة لعدة طبقات مختلفة، بما فيها العائلة المالكة اللي ساكنة فالمجموعة سي، والحاشية الملكية والنبلاء ديال الرتب المنخفضة والمتوسطة.","l-ikhtilafat f n-namat dyal l-mi3mar bin l-mojama3at s-sakaniya dyal n-nokhba w l-anchita lli kant kaddar fihom, katdel 3la an l-aristouqratiya dyal Motul de San José kant m9esma l 3iddat taba9at mkhtalifa, bima fiha l-3a2ila l-malakiya lli sakna f l-mjmou3a C, w l-7achiya l-malakiya w n-nobala dyal r-rotab l-mnkhafda w l-mtwesta.","Differences in architectural style between elite residential complexes and in the activities carried out at them suggest that the aristocracy of Motul de San José was divided into several distinct classes , including the royal family resident in Group C , royal courtiers and low to middle rank nobles .","تشير الاختلافات في الطراز المعماري بين المجمعات السكنية للنخبة والأنشطة التي تم الاضطلاع بها فيها إلى أن الأرستقراطية في موتول دي سان خوسيه كانت مقسمة إلى عدة طبقات متميزة، بما في ذلك العائلة المالكة المقيمة في المجموعة ج، والنبلاء الملكيون والنبلاء ذوو الرتب المنخفضة إلى المتوسطة.","2026-03-20T13:31:34.836095Z","الاختلافات ف النمط د المعمار بين المجمعات السكنية د النخبة و الأنشطة اللي كانت كاينة فيهم كتدل على أن الأرستقراطية د موتوݣ دي سان خوسيه كانت مقسومة لعدة طبقات مختلفة، بما فيها العائلة المالكة اللي ساكنة ف المجموعة سي، و الحاشية الملكية و النبلاء د الرتبة المتوسطة و الدونيا.","l-ikhtilafat f n-namat dyal l-bni bin l-mjmou3at s-skaniya dyal n-nikta w l-anxta lli kan kayn fihom kadtud 3la an l-aristouqratiya dyal Motul de San José kanet ma9souma l 3-3idad dyal taba9at mkhtalifa, bima fihom l 3a2ila l malika lli sakna f l-mjmou3a C, w l 7achiya l malakiya w n-nobala dyal r-rutba l mtwasta w d-donya.","data52820","VALIDATED","Differences in architectural style between elite residential complexes and in the activities carried out at them suggest that the aristocracy of Motul de San José was divided into several distinct classes , including the royal family resident in Group C , royal courtiers and low to middle rank nobles .",49,"English was more accurate than MSA","WIKI_D_04852",99.59,"تشير الاختلافات في الطراز المعماري بين المجمعات السكنية للنخبة والأنشطة التي تم الاضطلاع بها فيها إلى أن الأرستقراطية في موتول دي سان خوسيه كانت مقسمة إلى عدة طبقات متميزة، بما في ذلك العائلة المالكة المقيمة في المجموعة ج، والنبلاء الملكيون والنبلاء ذوو الرتب المنخفضة إلى المتوسطة.","GENERATED","2026-03-20T13:31:34.836164Z"
288,"1","D",":
ف 1 يناير 1939، شارك سيبيليوس ف واحد البث إذاعي دولي لي كان فيه المؤلف كيقود المقطوعة ديالو ""أندانتي"" <unk>. هاد الأداء تسجل ف ديسكات ومن بعد خرج ف سيدي. هادا غالبا هو المثال الوحيد لي باقي ديال سيبيليوس وهو كيأدي الموسيقى ديالو براسو.","F 1 yanayr 1939, sharek Sibelius f wahed l-bet ida3i dawli li kan fih l-mu2ellif kiqoud l-meqtu3a dyalo ""Andante"" <unk>. Had l-ada2 tsejjel f diskat w mn be3d khrej f CD. Hada ghaliban huwa l-mital l-wa7id li baqi dyal Sibelius w huwa kay2eddi l-musiqa dyalo braso.","On 1 January 1939 , Sibelius participated in an international radio broadcast which included the composer conducting his Andante <unk> . The performance was preserved on transcription discs and later issued on CD . This is probably the only surviving example of Sibelius interpreting his own music .","في الأول من يناير عام 1939، شارك سيبيليوس في بث إذاعي دولي تضمن قيام المؤلف بقيادة مقطوعته ""أندانتي"" . تم حفظ الأداء على أقراص تسجيلية وصدر لاحقًا على الأقراص المدمجة. هذا هو على الأرجح المثال الوحيد الباقي لسيبيليوس وهو يفسر موسيقاه الخاصة.","2026-03-20T19:11:03.543012Z","Fwahed yanayr alf w tesa'a miya u tlatine u tesa'ud, Sibelius sharek fi ida'a dyal radio dawliya li kan fiha l-mu'alif kayqiyed l-Andante dyalo (sma7li ma 3raftsh kifash nqul l-unk). L-ada'a tkhezznet f diskat u 3tat mn ba3d f CD. Hadshi ghaliban huwa l-mithal li baqi fih Sibelius kayfassar l-musiqa dyalo b nefso.","f wahed yanayr alf w tesa'a miya u tlatine u tesa'ud, sibelius sharek fi ida'a dyal radio dawliya li kan fiha l-mu'alif kayqiyed l-andante dyalo. l-ada'a tkhezznet f diskat u 3tat mn ba3d f cd. hadshi ghaliban huwa l-mithal li baqi fih sibelius kayfassar l-musiqa dyalo b nefso.","data52821","VALIDATED","On 1 January 1939 , Sibelius participated in an international radio broadcast which included the composer conducting his Andante <unk> . The performance was preserved on transcription discs and later issued on CD . This is probably the only surviving example of Sibelius interpreting his own music .",53,"English was more accurate than MSA","WIKI_D_06034",1216.874,"في الأول من يناير عام 1939، شارك سيبيليوس في بث إذاعي دولي تضمن قيام المؤلف بقيادة مقطوعته ""أندانتي"" . تم حفظ الأداء على أقراص تسجيلية وصدر لاحقًا على الأقراص المدمجة. هذا هو على الأرجح المثال الوحيد الباقي لسيبيليوس وهو يفسر موسيقاه الخاصة.","GENERATED","2026-03-20T19:11:03.543093Z"
289,"1","B","كابوس ناگازاكي / بيگ إي ليتل إي (421984/5، 7"" سانجل، 1981) (إندي بريطاني – رقم 1)","kabous Nagasaki / Big A Little A (421984/5, 7"" single, 1981) (UK Indie - raqm 1)",""" Nagasaki Nightmare "" / "" Big A Little A "" ( 421984 / 5 , 7 "" single , 1981 ) ( UK Indie – No. 1 )","كابوس ناغازاكي / كبير ألف صغير ألف (421984 / 5، 7 بوصة منفردة، 1981) (المملكة المتحدة إندي - رقم 1)","2026-03-20T19:12:39.403577Z","كابوس ناكازاكي / بيغ آ ليتل آ (421984/5، 7"" سنجل، 1981) (يو كي إندي – رقم 1)","kabous nakazaki / big a little a (421984/5, 7"" single, 1981) (you ki indi - raqm 1)","data52822","VALIDATED",""" Nagasaki Nightmare "" / "" Big A Little A "" ( 421984 / 5 , 7 "" single , 1981 ) ( UK Indie – No. 1 )",29,"English was more accurate than MSA","DATA_23402",91.955,"كابوس ناغازاكي / كبير ألف صغير ألف (421984 / 5، 7 بوصة منفردة، 1981) (المملكة المتحدة إندي - رقم 1)","GENERATED","2026-03-20T19:12:39.403848Z"
290,"1","B","فالشمال كتر، العاصفة سببات تآكل كبير فالشواطئ على طول ساحل جيرسي، والشتا لي صبات بزاف دارت فيضانات فالزناقي.","F shmal kter, l3asifa sebbat t2akol kbir f chwati2 3la toul sahil Jersey, w shta li sebbat bzzaf dart fayadanat f znaqi.","Farther north , the storm caused widespread beach erosion along the Jersey Shore , while heavy rains caused street flooding .","شمالاً، تسبب الإعصار في تآكل واسع النطاق للشواطئ على طول ساحل نيوجيرسي، بينما تسببت الأمطار الغزيرة في فيضانات الشوارع.","2026-03-20T19:14:05.349846Z","فالشمال كثر، العاصفة سببات تدهور كبير فالشواطئ على طول Jersey Shore، و الشتا اللي طاحت بزاف دارت فيضانات فالزنقة.","fal shmal ktar, l'asifa sbbat tdehor kbir fal shawati' 3la tool Jersey Shore, w shta li ta7at bzzaf dart fidanat fal zanqa.","data52823","VALIDATED","Farther north , the storm caused widespread beach erosion along the Jersey Shore , while heavy rains caused street flooding .",21,"Both english and MSA were accurate","DATA_13861",80.844,"شمالاً، تسبب الإعصار في تآكل واسع النطاق للشواطئ على طول ساحل نيوجيرسي، بينما تسببت الأمطار الغزيرة في فيضانات الشوارع.","GENERATED","2026-03-20T19:14:05.349938Z"
291,"1","C","""نورث ويست باسج"" تعاونو فكتابتو المنتجين آشلي إدوارد ميلر وزاك ستينتز، وكتاب السيناريو ليلا زوكرمن ونورا زوكرمن. المنتج التنفيذي المشارك جو تشابيل كان هو المخرج ديال الحلقة.","""Northwest Passage"" t3awnu f ktabtu l-muntijin Ashley Edward Miller w Zack Stentz, w kuttab s-sinaryou Lilla Zuckerman w Nora Zuckerman. L-muntij t-tanfidi l-musharik Joe Chappelle kan huwa l-mukhrij dyal l-7alqa.",""" Northwest Passage "" was co @-@ written by producers Ashley Edward Miller , Zack Stentz , staff writers Lilla Zuckerman and Nora Zuckerman . Co @-@ executive producer Joe Chappelle served as episode director .","شارك في كتابة ""الممر الشمالي الغربي"" المنتجان آشلي إدوارد ميلر وزاك ستينتز، وكاتبا السيناريو ليلا زوكرمن ونورا زوكرمن. وأخرج الحلقة المنتج التنفيذي المشارك جو تشابيل.","2026-03-20T19:15:45.767850Z","""نورث ويست باسج"" تعاونو فكتابتو المنتجين آشلي إدوارد ميلر، زاك ستينتز، الكتاب د الخدمة ليلا زوكرمن و نورا زوكرمن. المنتج التنفيذي المشارك جو تشابيل كان هو المخرج ديال الحلقة.","nwrt west pasj t3awnu fktbtu l منتجين ashly edward miller, zak stentz, lktab d lkhdma lyla zuckerman w nora zuckerman. l منتج tnfizi lmshtrk joe chappelle kan huwa lmkhrj dyal l7ala.","data52824","VALIDATED",""" Northwest Passage "" was co @-@ written by producers Ashley Edward Miller , Zack Stentz , staff writers Lilla Zuckerman and Nora Zuckerman . Co @-@ executive producer Joe Chappelle served as episode director .",29,"Both english and MSA were accurate","WIKI_C_08608",94.772,"شارك في كتابة ""الممر الشمالي الغربي"" المنتجان آشلي إدوارد ميلر وزاك ستينتز، وكاتبا السيناريو ليلا زوكرمن ونورا زوكرمن. وأخرج الحلقة المنتج التنفيذي المشارك جو تشابيل.","GENERATED","2026-03-20T19:15:45.767966Z"
292,"1","C","الشركة ناوية تمشي على طريقة روكستار گيمز، يعني تخدم على مشروع واحد بفرقة كبيرة، وتفادى تخدم على بزاف د المشاريع ف نفس الوقت.","Shrika nawya tmchi 3la tariqet Rockstar Games, ya3ni tkhdem 3la machrou3 wahed b ferqa kbira, w tfada tkhdem 3la bzaf d l-machari3 f nafs l-waqt.","The company aims to follow the Rockstar Games model , where the company works on a single project with a large team , and avoids working on multiple projects at the same time .","تهدف الشركة إلى اتباع نموذج روكستار غيمز، حيث تعمل الشركة على مشروع واحد بفريق كبير، وتتجنب العمل على مشاريع متعددة في نفس الوقت.","2026-03-20T19:17:21.786340Z","الشركة ناوية تمشي على طريقة روكستار، يعني تخدم على بروجي واحد بفرقة كبيرة، و تفادى تخدم على بزاف د المشاريع ف نفس الوقت.","shrika nawya tmchi 3la tary9t rockstar, ya3ni tkhdem 3la broji wahed b fra9a kbira, w tfada tkhdem 3la bzaf dyal l machari3 f nafs l wa9t.","data52825","VALIDATED","The company aims to follow the Rockstar Games model , where the company works on a single project with a large team , and avoids working on multiple projects at the same time .",23,"Both english and MSA were accurate","WIKI_C_07052",81.617,"تهدف الشركة إلى اتباع نموذج روكستار غيمز، حيث تعمل الشركة على مشروع واحد بفريق كبير، وتتجنب العمل على مشاريع متعددة في نفس الوقت.","GENERATED","2026-03-20T19:17:21.786417Z"
293,"1","D","وزير الخزانة الأمريكي ويليام جيبس ماكادو (اللي قريب يولي نسيب ويلسون) اقترح النموذج اللي ممركز كثر، اللي كيتميز ببنك مركزي حكومي داخل وزارة الخزانة، وما فيهش نظام احتياطي جهوي، والعملة فيه مسؤولية ديال الحكومة.","Wazir l-khazana l-amriki William Gibbs McAdoo (lli qrib iwlli nsib Wilson) qtare7 n-namoudaj lli mmerkez kter, lli kitmiyez b bank merkazi 7oukoumi dakhil wizarat l-khazana, w ma fihch nidam i7tiyati jihaoui, w l-3oumla fih mas2ouliya dyal l-7oukouma.","U.S. Treasury Secretary William Gibbs McAdoo ( soon to become Wilson 's son @-@ in @-@ law ) proposed the most centralized model , featuring a Government central bank within the Treasury Department , no regional reserve system , and currency a government liability .","اقترح وزير الخزانة الأمريكي ويليام جيبس ماكادو (الذي سيصبح قريبًا صهر ويلسون) النموذج الأكثر مركزية، والذي يتميز بوجود بنك مركزي حكومي داخل وزارة الخزانة، وعدم وجود نظام احتياطي إقليمي، واعتبار العملة التزامًا على الحكومة.","2026-03-20T19:20:23.512309Z","وزير الخزانة الأمريكي ويليام جيبس مكادو (اللي قريب يولي صهر ويلسون) اقترح النموذج اللي فيه السلطة مركزة بزاف، اللي فيه بنك مركزي ديال الحكومة داخل وزارة الخزانة، و ما فيهش نظام احتياطي جهوي، و العملة مسؤولية ديال الحكومة.","wazir lkhazana l-amriki william gibs mcadoo (lli qarib yuli sahr wilson) iqtarah lnamudhaj lli fi-h sultah murakizah bzaf, lli fi-h bank markazi dyal l-hukuma dakhil wizarat lkhazana, w ma fi-hch nizam ihtiyati iqlimi, w l3omla mas2uliya dyal l-hukuma.","data52826","VALIDATED","U.S. Treasury Secretary William Gibbs McAdoo ( soon to become Wilson 's son @-@ in @-@ law ) proposed the most centralized model , featuring a Government central bank within the Treasury Department , no regional reserve system , and currency a government liability .",38,"Both english and MSA were accurate","WIKI_D_01959",177.385,"اقترح وزير الخزانة الأمريكي ويليام جيبس ماكادو (الذي سيصبح قريبًا صهر ويلسون) النموذج الأكثر مركزية، والذي يتميز بوجود بنك مركزي حكومي داخل وزارة الخزانة، وعدم وجود نظام احتياطي إقليمي، واعتبار العملة التزامًا على الحكومة.","GENERATED","2026-03-20T19:20:23.512371Z"
294,"1","D","المظاهرة كانت معروفة بالكبر ديالها و التكوين ديال المشاركين فيها، و حتى بالنجاح اللي حققاتو فتعطيل مشروع ديال مصنع النحاس. كانت وحدة من بين بزاف ديال الاحتجاجات البيئية الكبيرة اللي كيتزاد العدد ديالها فݣاع أنحاء الصين واللي حققات النجاح.","lmldahra kant ma3rofa blkbar dyalha w tkmyn dyal lmshtrikin fiha, w 7ta bns7a7 lli 7a99at fta3tyl mshrou3 dyal mshan3 dhra3. kant wa7da mn byn bzzaf dyal l7ti7ajatt lbiy2iyya lkbira lli kaytzad l3dad dyalha f9a3 an7aa2 dchinn wlli 7a99att nnja7.","The protest was notable for its size and the composition of its participants , as well as for its success in derailing the copper plant project . It was one of a growing number of large @-@ scale environmental protests in China that achieved success .","تميز الاحتجاج بحجمه وتكوين المشاركين فيه، وكذلك بنجاحه في إفشال مشروع مصنع النحاس. كان أحد أعداد متزايدة من الاحتجاجات البيئية واسعة النطاق في الصين التي حققت نجاحًا.","2026-03-20T19:22:27.141499Z","المظاهرة كانت معروفة بالكبر ديالها و التكوين ديال المشاركين فيها، و حتى بالنجاح اللي حققاتو فتعطيل مشروع ديال مصنع النحاس. كانت وحدة من بين بزاف ديال الاحتجاجات البيئية الكبيرة اللي كيتزاد العدد ديالها فݣاع أنحاء الصين واللي حققات النجاح.","lmldahra kant ma3rofa blkbar dyalha w tkmyn dyal lmshtrikin fiha, w 7ta bns7a7 lli 7a99at fta3tyl mshrou3 dyal mshan3 dhra3. kant wa7da mn byn bzzaf dyal l7ti7ajatt lbiy2iyya lkbira lli kaytzad l3dad dyalha f9a3 an7aa2 dchinn wlli 7a99att nnja7.","data52827","VALIDATED","The protest was notable for its size and the composition of its participants , as well as for its success in derailing the copper plant project . It was one of a growing number of large @-@ scale environmental protests in China that achieved success .",39,"English was more accurate than MSA","WIKI_D_04090",118.827,"تميز الاحتجاج بحجمه وتكوين المشاركين فيه، وكذلك بنجاحه في إفشال مشروع مصنع النحاس. كان أحد أعداد متزايدة من الاحتجاجات البيئية واسعة النطاق في الصين التي حققت نجاحًا.","GENERATED","2026-03-20T19:22:27.141582Z"
295,"1","D","ماتانجي غالبا كتمتّل بلون خضر زمردي. في حين أوتشيستا ماتانغيني كتهز حبل، سيف، مهماز، وعصا، الشكل لاخور ديالها لمعروف، راجا ماتانجي، كتعزف على لڤينا وغالبا كتصوّر مع ببغاء.","matangi ghalban katmettel b loun khder zmerdi. f 7in ucchishta matangini kathez 7bel, sif, mahmaz, w 3sa, chkel lakhor dyalha lma3rouf, raja matangi, kat3zef 3la l'vina w ghalban kattsowwer m3a babaghay.","Matangi is often represented as emerald green in colour . While Ucchishta @-@ Matangini carries a noose , sword , goad , and club , her other well @-@ known form , Raja @-@ Matangi , plays the veena and is often pictured with a parrot .","غالباً ما تمثل ماتانجي باللون الأخضر الزمردي. بينما تحمل أوتشيستا ماتانغيني حبلاً وسيفاً ومقوداً وهراوة، فإن شكلها الآخر المعروف، راجا ماتانغي، تعزف على آلة الفينا وغالباً ما تصور مع ببغاء.","2026-03-20T19:24:55.384792Z","ماتانجي غالبا ما كتمثل بلون أخضر زمردي. في حين أن أوتشيستا ماتانغيني كتهز حبل، سيف، مهماز، وعصا، الشكل الآخر ديالها المعروف، راجا ماتانجي، كتعزف على الفينا وغالبا كتصور مع ببغاء.","matangi ghalban ma katemtel b loun khder zmerdi. fima yt7 rja ucchishta matangini kat7oz 7bel, sayf, mahmaz, w 3sa, lchkel lkher dyalha lma3rof, raja matangi, kat3zaf 3la l vina w ghalban katswwr m3 babghay.","data52828","VALIDATED","Matangi is often represented as emerald green in colour . While Ucchishta @-@ Matangini carries a noose , sword , goad , and club , her other well @-@ known form , Raja @-@ Matangi , plays the veena and is often pictured with a parrot .",30,"Both english and MSA were accurate","WIKI_D_04951",144.556,"غالباً ما تمثل ماتانجي باللون الأخضر الزمردي. بينما تحمل أوتشيستا ماتانغيني حبلاً وسيفاً ومقوداً وهراوة، فإن شكلها الآخر المعروف، راجا ماتانغي، تعزف على آلة الفينا وغالباً ما تصور مع ببغاء.","GENERATED","2026-03-20T19:24:55.384849Z"
296,"1","C","كاع هاد النواع بربعة تسمّاو ""فرقاطات الأرخبيل"" ف الكتوبة ديال التاريخ د السويد والنݣليز، واخا الصغار اللي هما أوديما وبوجاما توصفو تا هما بـ ""كورڤيطات الأرخبيل"".","ga3 had nnwa3 b rba3a tsammaw ""ferqatat l-arkhabil"" f l-ktouba dyal ttarikh d swid w nngliz, wakha s-sghar lli homa udema w pojama twesfou ta homa b ""korvitat l-arkhabil"".","All four types have been called "" archipelago frigates "" in Swedish and English historical literature , though the smaller udema and pojama have also been described as "" archipelago corvettes "" .","تمت تسمية الأنواع الأربعة جميعًا بـ ""فرقاطات الأرخبيل"" في الأدبيات التاريخية السويدية والإنجليزية، على الرغم من وصف النوعين الأصغر، أوديما وبوجاما، أيضًا بـ ""طرادات الأرخبيل"".","2026-03-20T19:26:41.725456Z","كولشي الربعة د النواع تسمّاو ""فرقاطات الأرخبيل"" فالكتوبة د السويد و لونݣلي ديال التاريخ، واخا الصغار اللي هما أوديما و بوياما وصفوهوم تا هما ب ""كورڤيطات الأرخبيل"".","kolchi l-rba3a d nnoa3 tssmmaw ""fregatat l-arkhabil"" f l-ktob d swid w engliz dyal ttarikh, wakhha sghar lli homa udema w pojama wsafuhom ta homa b ""korvitat l-arkhabil"".","data52829","VALIDATED","All four types have been called "" archipelago frigates "" in Swedish and English historical literature , though the smaller udema and pojama have also been described as "" archipelago corvettes "" .",27,"English was more accurate than MSA","WIKI_C_03161",102.128,"تمت تسمية الأنواع الأربعة جميعًا بـ ""فرقاطات الأرخبيل"" في الأدبيات التاريخية السويدية والإنجليزية، على الرغم من وصف النوعين الأصغر، أوديما وبوجاما، أيضًا بـ ""طرادات الأرخبيل"".","GENERATED","2026-03-20T19:26:41.725538Z"
297,"1","D","التعديل تلاتة وعشرين د الدستور ديال ميريكان تصادق عليه عام 1961، وعطى للمقاطعة تلاتة ديال الأصوات ف الكلية الانتخابية باش ينتخبو الرئيس ونائب الرئيس، ولكن واخا هاكاك ما عطاهاش الحق تصوت ف الكونݣريس.","t-ta3dil tlata w 3chrin d d-doustour dyal mirikan tsadeq 3lih 3am 1961, w 3ta l l-moqata3a tlata dyal l-aswat f l-koulliya l-intikhabiya bach yntakhbou r-ra2is w na2ib r-ra2is, walakin wakha hakak ma 3tahach l-7aq tsowwet f l-kongres.","The Twenty @-@ third Amendment to the United States Constitution was ratified in 1961 , granting the District three votes in the Electoral College for the election of president and vice president , but still no voting representation in Congress .","تم التصديق على التعديل الثالث والعشرين لدستور الولايات المتحدة عام 1961، مانحًا المقاطعة ثلاثة أصوات في المجمع الانتخابي لانتخاب الرئيس ونائب الرئيس، ولكن مع ذلك لم يمنحها تمثيلاً تصويتيًا في الكونغرس.","2026-03-20T19:57:37.384263Z","التعديل تلاتة و عشرين على دستور ميريكان تصادقو عليه عام ألف و تسعمية و واحد و ستين, و عطاو للمقاطعة تلاتة ديال الأصوات فالكلية الانتخابية باش ينتخبو الرئيس و نائب الرئيس, و لكن واخا هاكاك ما عطاوهومش الحق يصوتو فالكونݣريس.","tadael 23 3la dustur merican tsada9o 3lih 3am 1961, 3taw lilmaqata3a 3 dyal asoswat falkuliya alintikhabiya bach yantakbu rra2is w nayib rra2is, walakin wakha haka ma 3tawhomch lha9 ysootu fkonkres.","data52830","VALIDATED","The Twenty @-@ third Amendment to the United States Constitution was ratified in 1961 , granting the District three votes in the Electoral College for the election of president and vice president , but still no voting representation in Congress .",40,"English was more accurate than MSA","WIKI_D_07336",1851.52,"تم التصديق على التعديل الثالث والعشرين لدستور الولايات المتحدة عام 1961، مانحًا المقاطعة ثلاثة أصوات في المجمع الانتخابي لانتخاب الرئيس ونائب الرئيس، ولكن مع ذلك لم يمنحها تمثيلاً تصويتيًا في الكونغرس.","GENERATED","2026-03-20T19:57:37.384301Z"
298,"1","D","بارلو قررات تمشي من كورونيشن ستريت ف 1997؛ الشخصية ديالها مشات باش تسيّر دار الضياف ف كارتميل مورا ما مات راجلها. بارلو قالت باللي المنتجين ديال كورونيشن ستريت بقاو كيعاودو يطلبوها باش ترجع بدور ماڤيس، ولكن هي رفضات.","barlow qarrat temchi mn coronation street f 1997; chakhsiya dyalha mchat bach tsiyyer dar d-dyaf f cartmel mora ma mat rajelha. barlow qalt belli l-muntijin dyal coronation street bqaw ki3awdou ytelbouha bach terje3 b dor mavis, walakin hiya refdat.","Barlow decided to leave Coronation Street in 1997 ; her character left to run a guest house in Cartmel following the death of her husband . Barlow has said that the producers of Coronation Street repeatedly asked her to return as Mavis , but she declined .","قررت بارلو المغادرة من شارع كورونيشن عام 1997؛ غادرت شخصيتها لإدارة بيت ضيافة في كارتميل بعد وفاة زوجها. وقالت بارلو إن منتجي شارع كورونيشن طلبوا منها مراراً العودة بدور ماڤيس، لكنها رفضت.","2026-03-20T19:59:08.581435Z","بارلو قررات تمشي من كورونيشن ستريت في 1997; الشخصية ديالها مشات باش تسير دار الضياف ف كارتميل مورا ما مات راجلها. بارلو قالت باللي المنتجين ديال كورونيشن ستريت بقاو كيعاودو يطلبوها باش ترجع بدور ماڤيس، ولكن هي رفضات.","barlow qarrat tmshi mn coronation street f 1997; shkhasia dyalha mshat bash tsir dar dyal dayf f cartmel mora ma mat rajlha. barlow qalt bli lمنتije dyal coronation street bqaw kii3awdu ytalbuhak bach trj3i bidor mavis, walakin hiya rfdath.","data52831","VALIDATED","Barlow decided to leave Coronation Street in 1997 ; her character left to run a guest house in Cartmel following the death of her husband . Barlow has said that the producers of Coronation Street repeatedly asked her to return as Mavis , but she declined .",38,"Both english and MSA were accurate","WIKI_D_07353",87.282,"قررت بارلو المغادرة من شارع كورونيشن عام 1997؛ غادرت شخصيتها لإدارة بيت ضيافة في كارتميل بعد وفاة زوجها. وقالت بارلو إن منتجي شارع كورونيشن طلبوا منها مراراً العودة بدور ماڤيس، لكنها رفضت.","GENERATED","2026-03-20T19:59:08.581522Z"
299,"1","C","ف شهر خمسة ديال 2010، جامعة كوينز دخلات لشبكة ماتاريكي ديال الجامعات، واحد التجمع دولي ديال الجامعات اللي تقاد ف 2010، واللي كيركز على روابط قوية بين البحث والتدريس ديال الإجازة.","f ch'her khamsa dyal 2010, jami3at queens dkhlat l chabakat matariki dyal l-jami3at, wa7d t-tajammu3 douli dyal l-jami3at lli tqad f 2010, w lli kayrekkez 3la rawabit qawiya bin l-ba7t w t-tadris dyal l-ijaza.","In May 2010 , Queen 's University joined the Matariki Network of Universities , an international group of universities created in 2010 , which focuses on strong links between research and undergraduate teaching .","في مايو 2010، انضمت جامعة كوينز إلى شبكة ماتاريكي للجامعات، وهي مجموعة دولية من الجامعات أُنشئت في عام 2010، وتركز على الروابط القوية بين البحث والتدريس الجامعي.","2026-03-20T20:01:14.679147Z","ف شهر خمسة ديال 2010، جامعة كوينز دخلات لشبكة ماتاريكي ديال الجامعات، واحد التجمع دولي ديال الجامعات اللي تقاد ف 2010، واللي كيركز على روابط قوية بين البحث والتدريس ديال الإجازة.","f shhar khamsa dyal 2010, jami3a queens dkhlat lshabaka matariki dyal ljami3at, wa7d ltjama3 douli dyal ljami3at lli tqad f 2010, wlli kayrkz 3la rawabit qawiya bin lb7th wltadris dyal ljaza.","data52832","VALIDATED","In May 2010 , Queen 's University joined the Matariki Network of Universities , an international group of universities created in 2010 , which focuses on strong links between research and undergraduate teaching .",31,"English was more accurate than MSA","WIKI_C_06179",92.528,"في مايو 2010، انضمت جامعة كوينز إلى شبكة ماتاريكي للجامعات، وهي مجموعة دولية من الجامعات أُنشئت في عام 2010، وتركز على الروابط القوية بين البحث والتدريس الجامعي.","GENERATED","2026-03-20T20:01:14.679205Z"
300,"1","D","مايك مونتلر بدا النص ديال الماتشات كيلعب سنطر ف 1973 و بقى كيلعب رسمي حتى للموسم ديال 1976. و الرايت تاكل دوني گرين خداوه البيلز ف درافت ديال 1971 ديال NFL و بقى معاهم حتى ل 1977.","mayk montler bda nss dyal lmatchat kayl3eb senter f 1973 w b9a kayl3eb rasmi 7ta l moussem dyal 1976. w rrayt takel doni green khdawh l-bills f draft dyal 1971 dyal NFL w b9a m3ahom 7ta l 1977.","Mike Montler started half the games at center in 1973 and remained the starter through the 1976 season . Right tackle Donnie Green was drafted by the Bills in the 1971 NFL Draft and remained with the Bills through 1977 .","بدأ مايك مونتلر نصف المباريات في مركز الوسط في عام 1973 وظل أساسياً حتى موسم 1976. تم اختيار لاعب الارتكاز الأيمن دوني غرين من قبل فريق بيلز في مسودة دوري كرة القدم الأمريكية لعام 1971 وظل مع فريق بيلز حتى عام 1977.","2026-03-20T20:04:01.321965Z","مايك مونتلر بدا النص ديال الماتشات كيلعب سنطر ف 1973 و بقى كيلعب رسمي حتى للموسم ديال 1976. و الرايت تاكل دوني گرين خداوه البيلز ف درافت ديال 1971 ديال NFL و بقى معاهم حتى ل 1977.","mayk montler beda l nuss dyal lmarchat kayel3eb senter f 1973 w ba9a kayel3eb rasmi hatta l moussme dyal 1976. w drayt takl doni green khdawh l bills f draft dyal 1971 dyal NFL w ba9a m3ahom hatta l 1977.","data52833","VALIDATED","Mike Montler started half the games at center in 1973 and remained the starter through the 1976 season . Right tackle Donnie Green was drafted by the Bills in the 1971 NFL Draft and remained with the Bills through 1977 .",37,"English was more accurate than MSA","WIKI_D_07198",162.628,"بدأ مايك مونتلر نصف المباريات في مركز الوسط في عام 1973 وظل أساسياً حتى موسم 1976. تم اختيار لاعب الارتكاز الأيمن دوني غرين من قبل فريق بيلز في مسودة دوري كرة القدم الأمريكية لعام 1971 وظل مع فريق بيلز حتى عام 1977.","GENERATED","2026-03-20T20:04:01.322022Z"
