data_id,id,classe,darija_arabic,darija_arabizi,english,modern_standard_arabic,english_word_count,status,qc_changed_fields,qc_notes
data74082,WIKI_D_03980,D,"هاد الحلقه كانت الثانيه اللي ركزات علي رالف، من بعد الحلقه الرابعه ديال السيزون ""I Love Lisa"". واخا هاكاك، في 2007، المنتج J. Stewart Burns ما كانش كايامن باللي رالف كانت عندو شي حلقه القصه ديالها مركزه عليه.","had l7alaqa kanet tanya lli rkezat 3la ralph, men ba3d l7alaqa rabi3a dyal s-season ""i love lisa"". wakha haka, f 2oo7, l-montij j. stewart burns ma kanch kay aumen belli ralph kan 3endo chi 7alaqa l-qissa dyalha merkeza 3lih.","this episode was the second to focus on ralph, after the fourth season episode ""i love lisa."" despite this, in 2007, producer j. stewart burns did not believe ralph had an episode with a plot centered on him.","كانت هذه الحلقه هي الثانيه التي تركز علي رالف، بعد الحلقه الرابعه من الموسم ""انا احب ليزا"". علي الرغم من ذلك، في عام 2007، لم يكن المنتج ج. ستيوارت بيرنز يعتقد ان رالف كان لديه حلقه تتمحور حوله.",38,FLAGGED,darija_arabic;darija_arabizi;english;modern_standard_arabic;status,"Normalized fields: darija_arabic, darija_arabizi, english, modern_standard_arabic. Language mismatch: Darija Arabic field contains Latin script."
data74083,DATA_6946,A,توحشت الايام ليام لي كان همي هو نكمل التمارين فوقتهم,twe7echt liyam li kan hemi howa nkmele tamarin fwe9thom,i miss the days when our biggest worry was finishing homework on time,افتقد الايام التي كان همي فيها هو اكمال التمارين في وقتها,13,CLEAN,darija_arabic;english;modern_standard_arabic,"Normalized fields: darija_arabic, english, modern_standard_arabic."
data74084,DATA_2880,A,وهادشي ڭادي يكون شويه ماشي مناسب,o hadchi ghadi ikun chwia machi monasib,and that is going to be a bit inappropriate,وهذا سيكون قليلا غير مناسب,9,CLEAN,darija_arabic;english;modern_standard_arabic,"Normalized fields: darija_arabic, english, modern_standard_arabic."
data74085,WIKI_C_11669,C,فبروكلين كوليدج، الطلبه خان وهوروويتز نضموا للحركه ديال الاشتراكيه الديمقراطيه ف ميريكان من مورا ما سمعو ماكس شاختمان كيدينو الڭزو السوفياتي علي هنڭاريا ف 1956 شاختمان وصف...,"f brooklyn college, talaba khan w horowitz ndmu l7araka dyal l-ishtirakiya d-dimuqratiya f merykan mn mura ma sme3u max shachtman kydinno lghazw sufyati 3la hungarya f 1956 shachtman wasf...","at brooklyn college (cuny), the undergraduate students kahn and horowitz joined the u.s. movement for democratic socialism after hearing max shachtman denounce the 1956 soviet invasion of hungary: shachtman described",في كليه بروكلين (جامعه نيويورك)، انضم الطلاب الجامعيون خان وهوروويتز الي الحركه الامريكيه من اجل الاشتراكيه الديمقراطيه بعد سماع ماكس شاتمان يدين الغزو السوفيتي للمجر عام 1956: وصف شاتمان,30,CLEAN,darija_arabic;darija_arabizi;english;modern_standard_arabic,"Normalized fields: darija_arabic, darija_arabizi, english, modern_standard_arabic."
data74086,DATA_8748,A,انا ڭادي نرافقك للبارك,ana ghadi nraf9ek lbarc,i will take you to the park,ساخذك الي البارك,7,CLEAN,darija_arabic;english;modern_standard_arabic,"Normalized fields: darija_arabic, english, modern_standard_arabic."
data74087,WIKI_D_02194,D,"ساتبريم (1923-2007) كان كاتب فرنسي وتلميذ مهم ديال ""لامير""، اللي نشر Mother's Agenda (1982)، Sri Aurobindo or the Adventure of Consciousness (2000)، On the Way to... (2002) وبزاف د الحوايج اخري.","satprem (1923-2oo7) kan katib fransawi w talmid muhim dyal ""l mere"", li nashar mothers agenda (1982), sri aurobindo or the adventure of consciousness (2oo0), on the way to... (2oo2) w bzzaf d l hwayej khra.","satprem (1923–2007) was a french author and an important disciple of ""the mother"" who published mother's agenda (1982), sri aurobindo or the adventure of consciousness (2000), on the way to... (2002), and many other works.","كان ساتبريم (1923-2007) كاتبا فرنسيا وتلميذا مهما ل""الام""، الذي نشر ""اجنده الام"" (1982)، و""سري اروبيندو او مغامره الوعي"" (2000)، و""في الطريق الي..."" (2002) والعديد من الاعمال الاخري.",35,FLAGGED,darija_arabic;darija_arabizi;english;modern_standard_arabic;status,"Normalized fields: darija_arabic, darija_arabizi, english, modern_standard_arabic. Language mismatch: Darija Arabic field contains Latin script."
data74088,DATA_18683,B,اودلوم اسس حزب التحالف الوطني باش يشارك ف انتخابات 2001، ولكن الحزب ما قدرش يربح حتي مقعد.,"oudloum essas hizb tta7allof lwatani bash ysharek f intikhabat 2oo1, walakin l7izb ma qdrch yerbah 7tta maq3ad.","odlum formed the national alliance party to contest the 2001 elections, but the party failed to win any seats.",شكل اودلوم حزب التحالف الوطني لخوض انتخابات عام 2001، لكن الحزب فشل في الفوز باي مقاعد.,19,CLEAN,darija_arabic;darija_arabizi;english;modern_standard_arabic,"Normalized fields: darija_arabic, darija_arabizi, english, modern_standard_arabic."
data74089,WIKI_C_11752,C,فشهر سبعه ديال 2014، جيتستار دارت واحد الكونترا ديال السبونسورينڭ ديال عامين مع ليتل اثليتيكس استراليا، واللي خلات هاديك الشركه ديال الطيران الاوستراليه هي اول واحد كيعطي سميتو ل LAA.,"f shahr sb3a dyal 2o14, jetstar dart wa7d lcontra dyal sponsoring dyal 3amin m3a little athletics australia, wlli khallat hadik ch-sharika dyal tiran l-australiya hiya awl wa7d kay3ti smitou l laa.","in july 2014, jetstar airways made a two-year sponsorship deal with little athletics australia (laa), which made that australian airline the first to give its name to laa.",في يوليو 2014، ابرمت شركه جيتستار للطيران عقد رعايه لمده عامين مع ليتل اثليتيكس استراليا (LAA)، مما جعل شركه الطيران الاستراليه اول جهه تمنح اسمها ل LAA.,28,FLAGGED,darija_arabic;darija_arabizi;english;modern_standard_arabic;status,"Normalized fields: darija_arabic, darija_arabizi, english, modern_standard_arabic. Language mismatch: Darija Arabic field contains Latin script. Language mismatch: MSA field contains Latin script."
data74090,WIKI_D_09495,D,ادوار ثانويه زايده لعبوها: اكاش خورانا هو ناظر مدرسه كريشنا الصڭير الكاثوليكيه، كيران جونيجا هي ام بريا، يو شوان هي اخت كريستيان لي الصڭيره، وبريتي زينتا هي نيشا مرات روهيت فواحد الفلاشباك قصير.,"adwar thanawiya zaida la3buha: akash khurana huwa nadir madrasat krishna s-sghir l-katholikiyya, kiran juneja hiya om priya, yu xuan hiya okht cristian li s-sghira, w preity zinta hiya nisha mrat rohit f wa7d l flashback qsir.","additional minor roles were played by: akash khurana as the principal of young krishna's catholic school, kiran juneja as priya's mother, yu xuan as christian li's little sister, and preity zinta as nisha, rohit's wife, in a short flashback.",تم تجسيد ادوار ثانويه اضافيه بواسطه: اكاش خورانا بدور ناظر مدرسه كريشنا الصغير الكاثوليكيه، وكيران جونيجا بدور ام بريا، ويو شوان بدور الاخت الصغري لكريستيان لي، وبريتي زينتا بدور نيشا زوجه روهيت في فلاشباك قصير.,39,CLEAN,darija_arabic;english;modern_standard_arabic,"Normalized fields: darija_arabic, english, modern_standard_arabic."
data74091,DATA_10642,A,مانضنش ڭادي يهرب شي حد من لحبس,mandench ghadi yhrb chi 7ed men l7ebss,i do not think anyone will escape from prison,لا اعتقد ان احدا سيهرب من السجن,9,CLEAN,darija_arabic;english;modern_standard_arabic,"Normalized fields: darija_arabic, english, modern_standard_arabic."
data74092,DATA_20715,B,"فالتعاليق ديال والاس علي البييه ولاو كثر حده فاخر مسيرتو. فكتاب ""عالم الحياه"" (1911) كتب:","fal-ta3aliq dyal wallace 3la l-bia wlaw ktr 7dda f-akhr msirto. f-ktab ""3alam al-7ayat"" (1911) ktb:","wallace's comments on the environment became more strident later in his career. in the book ""the world of life"" (1911) he wrote:","اصبحت تعليقات والاس علي البييه اكثر حده في اواخر مسيرته. في كتابه ""عالم الحياه"" (1911) كتب:",22,CLEAN,darija_arabic;darija_arabizi;english;modern_standard_arabic,"Normalized fields: darija_arabic, darija_arabizi, english, modern_standard_arabic."
data74093,DATA_19940,B,"نهار 24 اكتوبر 2001، فلاݣستاف تعترفات بيها الجمعيه الدوليه ديال السما المظلمه كاول ""مدينه دوليه ديال السما المظلمه"" فالعالم.","nhar 24 octobre 2oo1, flagstaff tta3tarfat biha ljam3iya douwaliya dyal s-sma mdalma ka awwal ""mdina douwaliya dyal s-sma mdalma"" f l3alam.","on october 24, 2001, flagstaff was recognized by the international dark sky association as the world's first ""international dark sky city.""","في الرابع والعشرين من اكتوبر عام 2001، اعترفت الجمعيه الدوليه للسما المظلمه بمدينه فلاݣستاف باعتبارها ""اول مدينه دوليه للسما المظلمه"" في العالم.",21,CLEAN,darija_arabic;darija_arabizi;english;modern_standard_arabic,"Normalized fields: darija_arabic, darija_arabizi, english, modern_standard_arabic."
data74094,DATA_6813,A,عنتلقا مع صاحبي باش نتخداو,khntlqa m3a sa7bi bach ntkhdaou,i am meeting a friend to have a meal,سالتقي بصديقي لاكل شي,9,CLEAN,english;modern_standard_arabic,"Normalized fields: english, modern_standard_arabic."
data74095,DATA_12271,A,عمرك جربتي تعوم في شي واد,3emrek jerebti t3oum f shi wad,have you ever tried swimming in a river?,هل جربت السباحه في واد؟,8,CLEAN,english;modern_standard_arabic,"Normalized fields: english, modern_standard_arabic."
data74096,WIKI_C_09597,C,طابلو سويس كايستعملو الكومبارتمون ديال 80 دقيقه باش يحسبو الڭطسات اللي كيتعاودو، وهادشي كيكون قل احتياط من طابلو ديال المارينز ديال ميريكان فهاد الشي.,"tablo swis kaysta3mlo lkompartmon dyal 80 dakika bash yhsbou lghtsat lli kita3awdo, w hadchi kaykon qal ihtiyat mn tablo dyal lmariin dyal mirikan fhad chi.","the swiss tables use the 80-minute compartment to calculate repetitive dives, and this is less conservative than the us navy tables for this.",تستخدم الجداول السويسريه الحجره الزمنيه لمده 80 دقيقه لحساب الغطسات المتكرره، وهذا يكون اقل احتياطا من جداول البحريه الامريكيه في هذا الشان.,23,CLEAN,darija_arabic;english;modern_standard_arabic,"Normalized fields: darija_arabic, english, modern_standard_arabic."
data74097,DATA_22881,B,ف 2008، الفيلم تلون ب Legend Films. هاد النسخه ديال الفيلم كتباع دابا للتنزيل و علي DVD من RiffTrax.,"f 2oo8, lfilm tlawwan b legend films. had nneskha dyal lfilm katba3 daba lttanzil w 3la dvd mn rifftrax.","in 2008, the film was colorized by legend films. this version of the film is being sold as a download and on dvd from rifftrax.",في عام 2008، قام فيلم ليجند بتلوين الفيلم. تباع هذه النسخه من الفيلم الان للتنزيل وعلي اقراص DVD من RiffTrax.,25,FLAGGED,darija_arabic;darija_arabizi;english;modern_standard_arabic;status,"Normalized fields: darija_arabic, darija_arabizi, english, modern_standard_arabic. Language mismatch: Darija Arabic field contains Latin script. Language mismatch: MSA field contains Latin script."
data74098,WIKI_C_09251,C,لبني ديال لعمارات طوال نقص شويه من السبعينات وبالخصوص هاد السنوات اللي دازو حيت دارت سلطه الطيران المدني شي قيود علي العلو ديال البنايات حيت يقدروا ياثروا علي الطيارات اللي جايين وڭاديين من المطار (بحال برج بيتهام مثلا).,lbni dyal l3marat twal nqes shwiya men seba3inat w bkhsos had snawat lli dazou hit dart sulta tayaran madani chi qyud 3la l3lo dyal lbniyat hit yqadro y2athro 3la ttayarat lli jayin w ghadin men lmatar (b7al burj beetham msalan).,"high-rise building construction has decreased somewhat since the 1970s, especially in recent years because the civil aviation authority imposed some restrictions on building heights as they could affect planes coming and going from the airport (like beetham tower, for example).",انخفض بنا المباني الطويله قليلا منذ السبعينيات، وخاصه في السنوات الاخيره، بسبب فرض سلطه الطيران المدني بعض القيود علي ارتفاعات المباني لانها قد توثر علي الطايرات القادمه والمغادره من المطار (مثل برج بيثام مثلا).,40,CLEAN,darija_arabic;darija_arabizi;english;modern_standard_arabic,"Normalized fields: darija_arabic, darija_arabizi, english, modern_standard_arabic."
data74099,DATA_24563,B,قبل ما يتلاح الماتش ديال البي بي فيو، فلاديمير كوزلوف ڭلب يوجين ف ماتش ضلام.,"qbel ma yetla7 lmatch dyal lpi pi viu, vladimir kozlov ghleb yujin f match dlam.","before the pay-per-view event went live, vladimir kozlov defeated eugene in a dark match.",قبل ان يبث الحدث مباشره بنظام الدفع مقابل المشاهده، هزم فلاديمير كوزلوف يوجين في مباراه غير معلنه.,14,CLEAN,darija_arabic;darija_arabizi;english;modern_standard_arabic,"Normalized fields: darija_arabic, darija_arabizi, english, modern_standard_arabic."
data74100,DATA_18177,B,الطيور ديال منتزه لاسن البركاني الوطني والنواحي ديالو. فان نويس، كاليفورنيا: فالي فيستا بريس.,"tyouur dyal montazah lassen al-bourkani al-watani w nnawahi dyalo. van nuys, california: valley vista press.","cyril a. stebbins; — — (1942). birds of lassen volcanic national park and vicinity. van nuys, ca: valley vista press.",سيريل ايه. ستيبنز؛ — — (١٩٤٢). طيور منتزه لاسن البركاني الوطني والمناطق المحيطه به. فان نويس، كاليفورنيا: مطبعه فالي فيستا.,20,CLEAN,darija_arabic;darija_arabizi;english;modern_standard_arabic,"Normalized fields: darija_arabic, darija_arabizi, english, modern_standard_arabic."
data74101,WIKI_D_02282,D,الجثث ديال القيصر نيكولاس الثاني، القيصره الكسندرا، وثلاثه من بناتهم دفنوا اخيرا فكاتدراييه القديس بطرس وبولس في سانت بطرسبرڭ في 17 يوليوز 1998، بعد تمانين عام بالضبط من النهار اللي تقتلو فيه.,"ljotot dyal lqaysar nikolas ttani, lqaysra alexandra, w tlat mn bnathom dfinu akhirn fkatidra2iya lqdis bitrus w buulus f sant bitursberg f 17 yulyuz 1998, ba3d tamnin 3am bddbt mn nnhar lli ttaqtlou fih.","the bodies of tsar nicholas ii, tsarina alexandra, and three of their daughters were finally interred at st. peter and paul cathedral in st. petersburg on 17 july 1998, exactly eighty years after the day they were killed.",دفنت جثث القيصر نيكولاس الثاني، والقيصره الكسندرا، وثلاث من بناتهم اخيرا في كاتدراييه القديس بطرس وبولس في سانت بطرسبرغ في 17 يوليو 1998، بعد ثمانين عاما بالضبط من اليوم الذي قتلوا فيه.,38,CLEAN,darija_arabic;english;modern_standard_arabic,"Normalized fields: darija_arabic, english, modern_standard_arabic."
data74102,WIKI_C_11286,C,الروينه فالڭابه ماشي بحال بحال حدا السيكلون و فالوسط ديالو: الشجر واقف ڭالبا، ڭير شي وحدين اللي طاحو، والضرر كاين فالتوراق والشجر مهرس وصافي.,"arruwina fal ghaba machi bhal bhal hda s-cyclone w fal wost dyalo: sh-shjar waqf ghaliban, ghir shi w7din lli ta7u, w d-darar kayen f t-tawraq w sh-shjar mhrres w safi.","moderate canopy disturbance closer to the cyclone edge than its centre: most of the tree stems are still standing, with only some fallen, and most of the damage is in the defoliation of the canopy and broken branches.",اضطراب متوسط في مظله الاشجار اقرب الي حافه الاعصار منه الي مركزه: معظم جذوع الاشجار لا تزال واقفه، مع وجود بعض التي سقطت، ومعظم الضرر هو تساقط اوراق المظله وكسر الاغصان.,38,CLEAN,darija_arabic;english;modern_standard_arabic,"Normalized fields: darija_arabic, english, modern_standard_arabic."
data74103,DATA_23217,B,لافينڭ تزوج بمراتو اديث في 1916 و جاب ولد واحد، سميتو والتر. الاب الروحي ديال والتر لافينڭ جونيور كان روسكو سيمونز.,"laving tzouwej bmrato edith fi 1916 ou jab wld wa7d, smitu walter. l ab rrouhi dyal walter laving junior kan roscoe simmons.","loving married his wife, edith, in 1916 and had one son, walter. walter loving jr.'s godfather was roscoe simmons.",تزوج لوفينغ زوجته اديث عام 1916، وانجب منها ابنا واحدا هو والتر. كان العراب الخاص بوالتر لوفينغ الابن هو روسكو سيمونز.,19,CLEAN,darija_arabic;darija_arabizi;english;modern_standard_arabic,"Normalized fields: darija_arabic, darija_arabizi, english, modern_standard_arabic."
data74104,DATA_0077,A,كايعجبني بزاف.,kay3jbni bzzaf.,i like it a lot.,انا احبه كثيرا.,5,CLEAN,darija_arabic;english;modern_standard_arabic,"Normalized fields: darija_arabic, english, modern_standard_arabic."
data74105,DATA_1085,A,كاينين بزاف ديال الانشطه، والناس اللي خدامين هنا ضريفين.,"kaynin bezzaf dial l anshita, w nnas li kheddamin hna dhrifin.","there's plenty of activities, and the staff is very nice.",هناك الكثير من الانشطه، والناس الذين يعملون هنا لطفا.,10,CLEAN,darija_arabic;english;modern_standard_arabic,"Normalized fields: darija_arabic, english, modern_standard_arabic."
data74106,DATA_0720,A,كيندير باش نوصل للسفاره ديال لميريكان,kindir bach nosel lssifara dyal lmirikan,how do i get to the american embassy?,كيف اصل الي السفاره الامريكيه؟,8,CLEAN,darija_arabic;english;modern_standard_arabic,"Normalized fields: darija_arabic, english, modern_standard_arabic."
data74107,DATA_14651,B,"فاخر سنين ديالو، واشنطن باع الضيعه ديال ""فرانكلين فارمز""، و كان ساكن فواحد الدار فالطريق ديال نيو فيرنون ف مندهام.","f akher snin dyalou, washington baa d-di3a dyal ""franklin farms"", w kan sakin f wa7ed dar f triq dyal new vernon f mendham.","in washington's final years, he sold the ""franklin farms"" property and lived in a house on new vernon road in mendham.","في سنوات واشنطن الاخيره، باع عقار ""فرانكلين فارمز""، وعاش في منزل علي طريق نيو فيرنون في ميندهام.",21,CLEAN,darija_arabic;darija_arabizi;english;modern_standard_arabic,"Normalized fields: darija_arabic, darija_arabizi, english, modern_standard_arabic."
data74108,DATA_9914,A,علاش مابڭيتيش تخرج من الما,3lach mabghitich tkhroj mn lma,why do not you want to get out of the water?,لماذا لا تريد الخروج من الما؟,11,CLEAN,darija_arabic;english;modern_standard_arabic,"Normalized fields: darija_arabic, english, modern_standard_arabic."
data74109,WIKI_C_02454,C,في 27 يونيو 2008، عطاو لهاربر ميداليه دهب رياسيه علي الانسانيه من طرف بناي بريث انترناشونال. هو اول كندي خدا هاد الميداليه.,"f 27 yunyu 2oo8, 3taw l harper medalia dhab riyasiya 3la l insaniya mn tarf bnai brith international. huwa awwal kandi khda had l medalia.","on june 27, 2008, harper was awarded the presidential gold medallion for humanitarianism by b'nai b'rith international. he is the first canadian to receive this medal.",في 27 يونيو 2008، منح هاربر الميداليه الذهبيه الرياسيه للانسانيه من قبل بناي بريث الدوليه. وهو اول كندي يحصل علي هذه الميداليه.,26,CLEAN,darija_arabic;darija_arabizi;english;modern_standard_arabic,"Normalized fields: darija_arabic, darija_arabizi, english, modern_standard_arabic."
data74110,DATA_22447,B,رافيرتي كان هو النجم ديال الفيلم اللي عطي ل دود الدور الثالث ثانوي ديالو فالسينما، كانجارو (1952).,"rafirti kan huwa n-nejm dyal l-film li 3ta l-doud d-dur t-talt tanawi dyalu f-ssinima, kanjaru (1952).","rafferty was the star of the film that gave dodd his third secondary role in cinema, kangaroo (1952).",كان رافيرتي نجم الفيلم الذي منح دود دوره السينمايي الثانوي الثالث، كانغارو (١٩٥٢).,18,CLEAN,darija_arabic;english;modern_standard_arabic,"Normalized fields: darija_arabic, english, modern_standard_arabic."
data74111,DATA_1239,A,ڭادي نديرو كيما ڭولتي و نحاولو نرجعو منين جينا.,ghadi ndiro kimma guelti o n7awlo nrj3o mnin jina.,we will do as you said and try to retrace our steps.,سنفعل كما قلت وسنحاول ان نعود من حيث جينا.,12,CLEAN,darija_arabic;english;modern_standard_arabic,"Normalized fields: darija_arabic, english, modern_standard_arabic."
data74112,DATA_10207,A,كان كيسحاب ليا ڭادي تفرد شي فراديه منتقاه,kan kis7ab liya ghadi tfarrad chi faradiya manta9a,i thought you would stand out with some selected uniqueness,كنت اظن انك ستتفرد بفراده منتقاه,10,CLEAN,darija_arabic;english;modern_standard_arabic,"Normalized fields: darija_arabic, english, modern_standard_arabic."
data74113,DATA_10190,A,كان كيسحاب ليا ڭادي ترديع ولدها,kan kis7ab liya ghadi trdi3 weldha,i thought that she would breastfeed her son,اعتقدت انها سترضع ابنها,8,CLEAN,darija_arabic;english;modern_standard_arabic,"Normalized fields: darija_arabic, english, modern_standard_arabic."
data74114,DATA_7006,A,ماكرهتش تكون عندي شي ماشين نرجع بيها لوقت باش نعطي نصايح لراسي,makrahtech tkoun 3ndi chi machine nrj3 biha lw9t bach n3ti nsa2i7 lrassi,i wish i had a time machine to give advice to my younger self,اتمني لو كان لدي اله زمن لاقدم النصيحه لنفسي الاصغر سنا,14,CLEAN,darija_arabic;english;modern_standard_arabic,"Normalized fields: darija_arabic, english, modern_standard_arabic."
data74115,WIKI_D_11165,D,ف 2000، Evermore دخلو لشي فرقه مع ريتشارد هايهام، اللي كان كيلعب البيس ݣيطار فالفرقه ديك الساعه. الفرقه ربحات المسابقه، و استعملو الفلوس ديال الجايزه باش يعاونو باش يموليو الستوديو ديالهم، ريد سكاي ستوديو.,"f 2oo0, evermore dkhlu lchi ferqa m3 richard higham, lli kan kyla3b lbis guitar f lferqa dik sa3a. lferqa rba7at lmsaba9a, w sta3mlo lflus dyal lajiza bach 3awnu bach ymuliv l studio dyalhom, red sky studio.","in 2000, evermore entered a band with richard higham, who played bass guitar in the band at the time. the band won the competition, and used the prize money to help fund their studio, red sky studio.",في عام 2000، دخلت فرقه ايفيرمور الي فرقه مع ريتشارد هايهام، الذي كان يعزف علي الجيتار الباص في الفرقه انذاك. فازت الفرقه بالمسابقه، واستخدمت اموال الجايزه للمساعده في تمويل الاستوديو الخاص بهم، ستوديو ريد سكاي.,37,FLAGGED,darija_arabic;darija_arabizi;english;modern_standard_arabic;status,"Normalized fields: darija_arabic, darija_arabizi, english, modern_standard_arabic. Language mismatch: Darija Arabic field contains Latin script."
data74116,DATA_20878,B,سيدل، توم (2013). اني ف الڭابه الجز الثاني. ما ورا الاسوار. روبوت فويس كوميكس.,"sidel, tom (2o13). ani fel ghaba j-jouz tani. ma wara l-aswar. robot voice comics.","sidel, tom (2013). ani in the forest part two. beyond the walls. robot voice comics.",سيدل، توم (2013). اني في الغابه الجز الثاني. ما ورا الاسوار. روبوت فويس كوميكس.,15,CLEAN,darija_arabic;darija_arabizi;english;modern_standard_arabic,"Normalized fields: darija_arabic, darija_arabizi, english, modern_standard_arabic."
data74117,WIKI_D_04874,D,السيرو ديال القيق كايتصاوب علي نطاق صڭير فشي بلدان اخري، بالخصوص اليابان وكوريا الجنوبيه. ولاكين، بالخصوص فكوريا الجنوبيه، مولفين يشربو لعصاره ديال القيق، اللي كايسميوها، بلا ما يحولوها لسيرو.,"siro dyal lqi9 kaytsawb 3la nita9 sghir fchi bldan okhra, blkhosous liyaban w korya janubiya. walakin, blkhosous f korya janubiya, molfin yshrbu l3asara dyal lqi9, lli kaytsammuha, bla ma yhwluha lsiro.","maple syrup has been produced on a small scale in some other countries, notably japan and south korea. however, in south korea in particular, it is traditional to consume maple sap, instead of processing it into syrup.",ينتج شراب القيقب علي نطاق ضيق في بعض البلدان الاخري، لا سيما اليابان وكوريا الجنوبيه. ومع ذلك، في كوريا الجنوبيه علي وجه الخصوص، من التقليدي استهلاك عصاره القيقب، بدلا من معالجتها الي شراب.,37,CLEAN,darija_arabic;english;modern_standard_arabic,"Normalized fields: darija_arabic, english, modern_standard_arabic."
data74118,WIKI_C_10605,C,"جايسون باري كيلعب دور توماس ""تومي"" رايان: واحد راكب ايرلندي من الدرجه الثالثه اللي كيتصاحب مع جاك وفابريزيو. تومي كيموت فاش كيدفعوه بالڭلط القدام وكيطلق عليه الضابط ميردوخ اللي كان خالع.","jayson bary kil3ab dor thomas ""tomy"" rayan: wa7d ra2ib irlandi mn daraja talta li kitsa7eb m3a jack w fabrizio. tomy kimut fash kidfa3uh b lghalat lqdam w kytlaq 3lih l dabit murdoch li kan khla3.","jason barry as thomas ""tommy"" ryan: an irish third-class passenger who befriends jack and fabrizio. tommy is killed when he is accidentally pushed forward and shot by a panicked first officer murdoch.","جيسون باري في دور توماس ""تومي"" رايان: راكب ايرلندي من الدرجه الثالثه اللي كيتصاحب مع جاك وفابريزيو. تومي يموت عندما يدفعونه بالغلط للقدام ويطلق عليه الضابط ميردوخ اللي كان خايف.",32,CLEAN,darija_arabic;english;modern_standard_arabic,"Normalized fields: darija_arabic, english, modern_standard_arabic."
data74119,WIKI_D_04912,D,Bleed The Fifth كاين فالالبوم اللولاني اللي مع تومي. ولكن حيت مشا بكري قبل ما يسالي الفيديو، ترافيس نيل بان فبلاصتو وعاود ڭني الصوت ديالو فوق الصوت ديال تومي، وهادي كانت اول مره كيبان فيها هو المڭني الجديد ديالهم.,"bleed the fifth kayen fel album loulani li m3a tommy. walakin hit msha bekri qbel ma ysali l video, travis neal ban fblassto w3awd ghanna ssoot dyalo fawq ssoot dyal tommy, w hadi kanet awel merra kayban fiha howa l mghanni jdid dyalhom.","""bleed the fifth"" is on the first album with tommy. but since he left early before the video was finished, travis neal appeared in his place and re-recorded his vocals over tommy's, and this was the first time he appeared as their new singer.","""Bleed The Fifth"" موجود في الالبوم الاول مع تومي. ولكن بسبب مغادرته المبكره قبل اكتمال الفيديو، ظهر ترافيس نيل بدلا منه وسجل غناه فوق غنا تومي، مما يمثل ظهوره الاول كمغني جديد لهم.",44,FLAGGED,darija_arabic;darija_arabizi;english;modern_standard_arabic;status,"Normalized fields: darija_arabic, darija_arabizi, english, modern_standard_arabic. Language mismatch: Darija Arabic field contains Latin script. Language mismatch: MSA field contains Latin script."
data74120,WIKI_C_00369,C,هاميلز اسس و كيدير دابا واحد الجمعيه سميتها موسسه هاميلز مع مرتو هايدي ستروبل. هاد الجمعيه تقادات ف 2008. جمعيه هاميلز كتعاون برامج ديال الدراري الصڭار ف فيلاديلفيا و افريقيا.,hamils essess w kydirr daba wa7d jm3iya smitha mo2ssest hamils m3a mertoo heidi strobel. had jm3iya t9adat f 2oo8. jm3it hamils kat3awen baramij dyal drari sghar f philadelphia w africa.,"hamils founded and currently runs an organization called the hamils foundation with his wife, heidi strobel. the foundation was created in 2008. the hamils foundation supports programs for young children in philadelphia and africa.",اسس هاميلز ويدير حاليا منظمه تعرف بموسسه هاميلز مع زوجته هايدي ستروبل. تاسست الموسسه عام 2008. تساعد موسسه هاميلز برامج الاطفال الصغار في فيلادلفيا وافريقيا.,34,CLEAN,darija_arabic;darija_arabizi;english;modern_standard_arabic,"Normalized fields: darija_arabic, darija_arabizi, english, modern_standard_arabic."
data74121,DATA_19286,B,عاده كايصيفطو اوقات اضافيه بنڭمه قياسيه، ولكن ممكن يقطعوها بميساجات صوتيه الا كان ضروري.,"3ada kayseftu awqat idafiya bneghma qiyasiya, walakin mumkin yqatta3uha b mesajat sawtiya ila kan daruri.","additional time slots are usually sent as a standard tone, but can be cut off by voice messages if necessary.",عاده ما يتم ارسال اوقات اضافيه بنغمه قياسيه، ولكن يمكن قطعها برسايل صوتيه اذا كان ذلك ضروريا.,20,CLEAN,darija_arabic;english;modern_standard_arabic,"Normalized fields: darija_arabic, english, modern_standard_arabic."
data74122,WIKI_C_01441,C,الوقيته فاش يمكن نصيدو الحوت علي قبل التجاره كتبدا باول اربعا في اكتوبر و كتسالي باول اربعا مورا خمسطاش في مارس. الصياده ديال التجاره يمكن ليهم يستعملو الفخاخ اللي معلمين بالعوامات، ولكن ما يڭطسوش علي الكروفيت.,"lwqita fach ymken nseydo l7out 3la qbel t-tijara katbda b-awel 4rb3 f october w ktssali b-awel 4rb3 mora khmch 4 f mars. ssyada dyal t-tijara ymken lihom ystamlo l-fkhakh lli m3lmin b-l3wammat, walakin ma yghwsoch 3la lkrofit.","the open season for commercial fishing begins on the first wednesday in october and runs until the first wednesday after the 15th of march. commercial fishermen may use traps marked with buoys, but may not dive for lobsters.",يبدا موسم الصيد التجاري في اول اربعا من اكتوبر وينتهي في اول اربعا بعد الخامس عشر من مارس. يمكن لصيادي التجاره استخدام الفخاخ المعلمه بالعوامات، لكن لا يجوز لهم الغوص لصيد الكروفيت.,38,CLEAN,darija_arabic;darija_arabizi;english;modern_standard_arabic,"Normalized fields: darija_arabic, darija_arabizi, english, modern_standard_arabic."
